idx,code,ast,label
10,"from typing import List


def parse_music(music_string: str) -> List[int]:
    note_map = {'o': 4, 'o|': 2, '.|': 1}
    return [note_map[x] for x in music_string.split(' ') if x]
","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def parse_music parameters::left ( typed_parameter::left music_string : type::left str type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left assignment::left note_map = dictionary::left { pair::left string::left ' o ' string::right : 4 pair::right , pair::left string::left ' o| ' string::right : 2 pair::right , pair::left string::left ' .| ' string::right : 1 pair::right } dictionary::right assignment::right expression_statement::right return_statement::left return list_comprehension::left [ subscript::left note_map [ x ] subscript::right for_in_clause::left for x in call::left attribute::left music_string . split attribute::right argument_list::left ( string::left '   ' string::right ) argument_list::right call::right for_in_clause::right if_clause::left if x if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right",human
11,"def is_palindrome(string: str) -> bool:
    return string == string[::-1]

def make_palindrome(string: str) -> str:
    if is_palindrome(string):
        return string
    for i in range(len(string), -1, -1):
        if is_palindrome(string[:i]):
            return string + string[:len(string) - i][::-1]
    return string","module::left function_definition::left def is_palindrome parameters::left ( typed_parameter::left string : type::left str type::right typed_parameter::right ) parameters::right -> type::left bool type::right : block::left return_statement::left return comparison_operator::left string == subscript::left string [ slice::left : : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right comparison_operator::right return_statement::right block::right function_definition::right function_definition::left def make_palindrome parameters::left ( typed_parameter::left string : type::left str type::right typed_parameter::right ) parameters::right -> type::left str type::right : block::left if_statement::left if call::left is_palindrome argument_list::left ( string ) argument_list::right call::right : block::left return_statement::left return string return_statement::right block::right if_statement::right for_statement::left for i in call::left range argument_list::left ( call::left len argument_list::left ( string ) argument_list::right call::right , unary_operator::left - 1 unary_operator::right , unary_operator::left - 1 unary_operator::right ) argument_list::right call::right : block::left if_statement::left if call::left is_palindrome argument_list::left ( subscript::left string [ slice::left : i slice::right ] subscript::right ) argument_list::right call::right : block::left return_statement::left return binary_operator::left string + subscript::left subscript::left string [ slice::left : binary_operator::left call::left len argument_list::left ( string ) argument_list::right call::right - i binary_operator::right slice::right ] subscript::right [ slice::left : : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right binary_operator::right return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return string return_statement::right block::right function_definition::right module::right",lm
12,"def bf(planet1, planet2):
    planet_names = (""Mercury"", ""Venus"", ""Earth"", ""Mars"", ""Jupiter"", ""Saturn"", ""Uranus"", ""Neptune"")
    if planet1 not in planet_names or planet2 not in planet_names or planet1 == planet2:
        return ()
    planet1_index = planet_names.index(planet1)
    planet2_index = planet_names.index(planet2)
    if planet1_index < planet2_index:
        return (planet_names[planet1_index + 1: planet2_index])
    else:
        return (planet_names[planet2_index + 1 : planet1_index])
","module::left function_definition::left def bf parameters::left ( planet1 , planet2 ) parameters::right : block::left expression_statement::left assignment::left planet_names = tuple::left ( string::left "" Mercury "" string::right , string::left "" Venus "" string::right , string::left "" Earth "" string::right , string::left "" Mars "" string::right , string::left "" Jupiter "" string::right , string::left "" Saturn "" string::right , string::left "" Uranus "" string::right , string::left "" Neptune "" string::right ) tuple::right assignment::right expression_statement::right if_statement::left if boolean_operator::left boolean_operator::left comparison_operator::left planet1 not in planet_names comparison_operator::right or comparison_operator::left planet2 not in planet_names comparison_operator::right boolean_operator::right or comparison_operator::left planet1 == planet2 comparison_operator::right boolean_operator::right : block::left return_statement::left return tuple::left ( ) tuple::right return_statement::right block::right if_statement::right expression_statement::left assignment::left planet1_index = call::left attribute::left planet_names . index attribute::right argument_list::left ( planet1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left planet2_index = call::left attribute::left planet_names . index attribute::right argument_list::left ( planet2 ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left planet1_index < planet2_index comparison_operator::right : block::left return_statement::left return parenthesized_expression::left ( subscript::left planet_names [ slice::left binary_operator::left planet1_index + 1 binary_operator::right : planet2_index slice::right ] subscript::right ) parenthesized_expression::right return_statement::right block::right else_clause::left else : block::left return_statement::left return parenthesized_expression::left ( subscript::left planet_names [ slice::left binary_operator::left planet2_index + 1 binary_operator::right : planet1_index slice::right ] subscript::right ) parenthesized_expression::right return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right",human
13,"def string_sequence(n: int) -> str:
    return ' '.join(str(i) for i in range(n + 1))",module::left function_definition::left def string_sequence parameters::left ( typed_parameter::left n : type::left int type::right typed_parameter::right ) parameters::right -> type::left str type::right : block::left return_statement::left return call::left attribute::left string::left '   ' string::right . join attribute::right generator_expression::left ( call::left str argument_list::left ( i ) argument_list::right call::right for_in_clause::left for i in call::left range argument_list::left ( binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right,lm
14,"def sum_squares(lst):
    import math
    squared = 0
    for i in lst:
        squared += math.ceil(i)**2
    return squared
",module::left function_definition::left def sum_squares parameters::left ( lst ) parameters::right : block::left import_statement::left import dotted_name::left math dotted_name::right import_statement::right expression_statement::left assignment::left squared = 0 assignment::right expression_statement::right for_statement::left for i in lst : block::left expression_statement::left augmented_assignment::left squared += binary_operator::left call::left attribute::left math . ceil attribute::right argument_list::left ( i ) argument_list::right call::right ** 2 binary_operator::right augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return squared return_statement::right block::right function_definition::right module::right,human
15,"def choose_num(x, y):
    for num in range(y, x-1, -1):
        if num % 2 == 0:
            return num
    return -1","module::left function_definition::left def choose_num parameters::left ( x , y ) parameters::right : block::left for_statement::left for num in call::left range argument_list::left ( y , binary_operator::left x - 1 binary_operator::right , unary_operator::left - 1 unary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left num % 2 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return num return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return unary_operator::left - 1 unary_operator::right return_statement::right block::right function_definition::right module::right",lm
16,"def by_length(arr):
    digit_names = {
        1: ""One"", 2: ""Two"", 3: ""Three"", 4: ""Four"",
        5: ""Five"", 6: ""Six"", 7: ""Seven"", 8: ""Eight"", 9: ""Nine""
    }
    # Filter, sort in ascending, then reverse for descending order
    sorted_arr = sorted([item for item in arr if 1 <= item <= 9], reverse=True)
    # Replace digits with names
    return [digit_names[item] for item in sorted_arr]","module::left function_definition::left def by_length parameters::left ( arr ) parameters::right : block::left expression_statement::left assignment::left digit_names = dictionary::left { pair::left 1 : string::left "" One "" string::right pair::right , pair::left 2 : string::left "" Two "" string::right pair::right , pair::left 3 : string::left "" Three "" string::right pair::right , pair::left 4 : string::left "" Four "" string::right pair::right , pair::left 5 : string::left "" Five "" string::right pair::right , pair::left 6 : string::left "" Six "" string::right pair::right , pair::left 7 : string::left "" Seven "" string::right pair::right , pair::left 8 : string::left "" Eight "" string::right pair::right , pair::left 9 : string::left "" Nine "" string::right pair::right } dictionary::right assignment::right expression_statement::right # Filter, sort in ascending, then reverse for descending order expression_statement::left assignment::left sorted_arr = call::left sorted argument_list::left ( list_comprehension::left [ item for_in_clause::left for item in arr for_in_clause::right if_clause::left if comparison_operator::left 1 <= item <= 9 comparison_operator::right if_clause::right ] list_comprehension::right , keyword_argument::left reverse = True keyword_argument::right ) argument_list::right call::right assignment::right expression_statement::right # Replace digits with names return_statement::left return list_comprehension::left [ subscript::left digit_names [ item ] subscript::right for_in_clause::left for item in sorted_arr for_in_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right",lm
17,"def sum_squares(lst):
    total = 0
    for i, num in enumerate(lst):
        if i % 3 == 0:
            total += num ** 2
        elif i % 4 == 0:
            total += num ** 3
        else:
            total += num
    return total","module::left function_definition::left def sum_squares parameters::left ( lst ) parameters::right : block::left expression_statement::left assignment::left total = 0 assignment::right expression_statement::right for_statement::left for pattern_list::left i , num pattern_list::right in call::left enumerate argument_list::left ( lst ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left i % 3 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left total += binary_operator::left num ** 2 binary_operator::right augmented_assignment::right expression_statement::right block::right elif_clause::left elif comparison_operator::left binary_operator::left i % 4 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left total += binary_operator::left num ** 3 binary_operator::right augmented_assignment::right expression_statement::right block::right elif_clause::right else_clause::left else : block::left expression_statement::left augmented_assignment::left total += num augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return total return_statement::right block::right function_definition::right module::right",lm
18,"def even_odd_palindrome(n):
    def is_palindrome(x):
        return str(x) == str(x)[::-1]
    
    even_count, odd_count = 0, 0
    for i in range(1, n + 1):
        if is_palindrome(i):
            if i % 2 == 0:
                even_count += 1
            else:
                odd_count += 1
                
    return (even_count, odd_count)","module::left function_definition::left def even_odd_palindrome parameters::left ( n ) parameters::right : block::left function_definition::left def is_palindrome parameters::left ( x ) parameters::right : block::left return_statement::left return comparison_operator::left call::left str argument_list::left ( x ) argument_list::right call::right == subscript::left call::left str argument_list::left ( x ) argument_list::right call::right [ slice::left : : unary_operator::left - 1 unary_operator::right slice::right ] subscript::right comparison_operator::right return_statement::right block::right function_definition::right expression_statement::left assignment::left pattern_list::left even_count , odd_count pattern_list::right = expression_list::left 0 , 0 expression_list::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 1 , binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if call::left is_palindrome argument_list::left ( i ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left i % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left even_count += 1 augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left odd_count += 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return tuple::left ( even_count , odd_count ) tuple::right return_statement::right block::right function_definition::right module::right",lm
19,"def select_words(s, n):
    def consonant_count(word):
        consonants = ""bcdfghjklmnpqrstvwxyz""
        return sum(letter.lower() in consonants for letter in word)

    words = s.split()
    selected_words = [word for word in words if consonant_count(word) == n]
    return selected_words","module::left function_definition::left def select_words parameters::left ( s , n ) parameters::right : block::left function_definition::left def consonant_count parameters::left ( word ) parameters::right : block::left expression_statement::left assignment::left consonants = string::left "" bcdfghjklmnpqrstvwxyz "" string::right assignment::right expression_statement::right return_statement::left return call::left sum generator_expression::left ( comparison_operator::left call::left attribute::left letter . lower attribute::right argument_list::left ( ) argument_list::right call::right in consonants comparison_operator::right for_in_clause::left for letter in word for_in_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right expression_statement::left assignment::left words = call::left attribute::left s . split attribute::right argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left selected_words = list_comprehension::left [ word for_in_clause::left for word in words for_in_clause::right if_clause::left if comparison_operator::left call::left consonant_count argument_list::left ( word ) argument_list::right call::right == n comparison_operator::right if_clause::right ] list_comprehension::right assignment::right expression_statement::right return_statement::left return selected_words return_statement::right block::right function_definition::right module::right",lm
20,"def fizz_buzz(n: int):
    ns = []
    for i in range(n):
        if i % 11 == 0 or i % 13 == 0:
            ns.append(i)
    s = ''.join(list(map(str, ns)))
    ans = 0
    for c in s:
        ans += (c == '7')
    return ans
","module::left function_definition::left def fizz_buzz parameters::left ( typed_parameter::left n : type::left int type::right typed_parameter::right ) parameters::right : block::left expression_statement::left assignment::left ns = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( n ) argument_list::right call::right : block::left if_statement::left if boolean_operator::left comparison_operator::left binary_operator::left i % 11 binary_operator::right == 0 comparison_operator::right or comparison_operator::left binary_operator::left i % 13 binary_operator::right == 0 comparison_operator::right boolean_operator::right : block::left expression_statement::left call::left attribute::left ns . append attribute::right argument_list::left ( i ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right expression_statement::left assignment::left s = call::left attribute::left string::left ' ' string::right . join attribute::right argument_list::left ( call::left list argument_list::left ( call::left map argument_list::left ( str , ns ) argument_list::right call::right ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left ans = 0 assignment::right expression_statement::right for_statement::left for c in s : block::left expression_statement::left augmented_assignment::left ans += parenthesized_expression::left ( comparison_operator::left c == string::left ' 7 ' string::right comparison_operator::right ) parenthesized_expression::right augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return ans return_statement::right block::right function_definition::right module::right",human
21,"def rounded_avg(n, m):
    if n > m:
        return -1
    sum_of_numbers = sum(range(n, m + 1))
    total_numbers = m - n + 1
    average = round(sum_of_numbers / total_numbers)
    return bin(average)","module::left function_definition::left def rounded_avg parameters::left ( n , m ) parameters::right : block::left if_statement::left if comparison_operator::left n > m comparison_operator::right : block::left return_statement::left return unary_operator::left - 1 unary_operator::right return_statement::right block::right if_statement::right expression_statement::left assignment::left sum_of_numbers = call::left sum argument_list::left ( call::left range argument_list::left ( n , binary_operator::left m + 1 binary_operator::right ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left total_numbers = binary_operator::left binary_operator::left m - n binary_operator::right + 1 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left average = call::left round argument_list::left ( binary_operator::left sum_of_numbers / total_numbers binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return call::left bin argument_list::left ( average ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
22,"def how_many_times(string: str, substring: str) -> int:
    times = 0

    for i in range(len(string) - len(substring) + 1):
        if string[i:i+len(substring)] == substring:
            times += 1

    return times
","module::left function_definition::left def how_many_times parameters::left ( typed_parameter::left string : type::left str type::right typed_parameter::right , typed_parameter::left substring : type::left str type::right typed_parameter::right ) parameters::right -> type::left int type::right : block::left expression_statement::left assignment::left times = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( binary_operator::left binary_operator::left call::left len argument_list::left ( string ) argument_list::right call::right - call::left len argument_list::left ( substring ) argument_list::right call::right binary_operator::right + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left string [ slice::left i : binary_operator::left i + call::left len argument_list::left ( substring ) argument_list::right call::right binary_operator::right slice::right ] subscript::right == substring comparison_operator::right : block::left expression_statement::left augmented_assignment::left times += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return times return_statement::right block::right function_definition::right module::right",human
23,"def is_simple_power(x, n):
    if (n == 1): 
        return (x == 1) 
    power = 1
    while (power < x): 
        power = power * n 
    return (power == x) 
","module::left function_definition::left def is_simple_power parameters::left ( x , n ) parameters::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left n == 1 comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return parenthesized_expression::left ( comparison_operator::left x == 1 comparison_operator::right ) parenthesized_expression::right return_statement::right block::right if_statement::right expression_statement::left assignment::left power = 1 assignment::right expression_statement::right while_statement::left while parenthesized_expression::left ( comparison_operator::left power < x comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left assignment::left power = binary_operator::left power * n binary_operator::right assignment::right expression_statement::right block::right while_statement::right return_statement::left return parenthesized_expression::left ( comparison_operator::left power == x comparison_operator::right ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
24,"def count_upper(s):
    count = 0
    vowels = 'AEIOU'
    for i in range(0, len(s), 2):
        if s[i] in vowels:
            count += 1
    return count","module::left function_definition::left def count_upper parameters::left ( s ) parameters::right : block::left expression_statement::left assignment::left count = 0 assignment::right expression_statement::right expression_statement::left assignment::left vowels = string::left ' AEIOU ' string::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 0 , call::left len argument_list::left ( s ) argument_list::right call::right , 2 ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left s [ i ] subscript::right in vowels comparison_operator::right : block::left expression_statement::left augmented_assignment::left count += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return count return_statement::right block::right function_definition::right module::right",lm
25,"def is_happy(s):
    if len(s) < 3:
        return False
    for i in range(len(s) - 2):
        if s[i] == s[i + 1] or s[i] == s[i + 2] or s[i + 1] == s[i + 2]:
            return False
    return True",module::left function_definition::left def is_happy parameters::left ( s ) parameters::right : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( s ) argument_list::right call::right < 3 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right for_statement::left for i in call::left range argument_list::left ( binary_operator::left call::left len argument_list::left ( s ) argument_list::right call::right - 2 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if boolean_operator::left boolean_operator::left comparison_operator::left subscript::left s [ i ] subscript::right == subscript::left s [ binary_operator::left i + 1 binary_operator::right ] subscript::right comparison_operator::right or comparison_operator::left subscript::left s [ i ] subscript::right == subscript::left s [ binary_operator::left i + 2 binary_operator::right ] subscript::right comparison_operator::right boolean_operator::right or comparison_operator::left subscript::left s [ binary_operator::left i + 1 binary_operator::right ] subscript::right == subscript::left s [ binary_operator::left i + 2 binary_operator::right ] subscript::right comparison_operator::right boolean_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right module::right,lm
26,"def prime_fib(n: int):
    import math

    def is_prime(p):
        if p < 2:
            return False
        for k in range(2, min(int(math.sqrt(p)) + 1, p - 1)):
            if p % k == 0:
                return False
        return True
    f = [0, 1]
    while True:
        f.append(f[-1] + f[-2])
        if is_prime(f[-1]):
            n -= 1
        if n == 0:
            return f[-1]
","module::left function_definition::left def prime_fib parameters::left ( typed_parameter::left n : type::left int type::right typed_parameter::right ) parameters::right : block::left import_statement::left import dotted_name::left math dotted_name::right import_statement::right function_definition::left def is_prime parameters::left ( p ) parameters::right : block::left if_statement::left if comparison_operator::left p < 2 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right for_statement::left for k in call::left range argument_list::left ( 2 , call::left min argument_list::left ( binary_operator::left call::left int argument_list::left ( call::left attribute::left math . sqrt attribute::right argument_list::left ( p ) argument_list::right call::right ) argument_list::right call::right + 1 binary_operator::right , binary_operator::left p - 1 binary_operator::right ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left p % k binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right expression_statement::left assignment::left f = list::left [ 0 , 1 ] list::right assignment::right expression_statement::right while_statement::left while True : block::left expression_statement::left call::left attribute::left f . append attribute::right argument_list::left ( binary_operator::left subscript::left f [ unary_operator::left - 1 unary_operator::right ] subscript::right + subscript::left f [ unary_operator::left - 2 unary_operator::right ] subscript::right binary_operator::right ) argument_list::right call::right expression_statement::right if_statement::left if call::left is_prime argument_list::left ( subscript::left f [ unary_operator::left - 1 unary_operator::right ] subscript::right ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left n -= 1 augmented_assignment::right expression_statement::right block::right if_statement::right if_statement::left if comparison_operator::left n == 0 comparison_operator::right : block::left return_statement::left return subscript::left f [ unary_operator::left - 1 unary_operator::right ] subscript::right return_statement::right block::right if_statement::right block::right while_statement::right block::right function_definition::right module::right",human
27,"def rounded_avg(n, m):
    if m < n:
        return -1
    summation = 0
    for i in range(n, m+1):
        summation += i
    return bin(round(summation/(m - n + 1)))
","module::left function_definition::left def rounded_avg parameters::left ( n , m ) parameters::right : block::left if_statement::left if comparison_operator::left m < n comparison_operator::right : block::left return_statement::left return unary_operator::left - 1 unary_operator::right return_statement::right block::right if_statement::right expression_statement::left assignment::left summation = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( n , binary_operator::left m + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left summation += i augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return call::left bin argument_list::left ( call::left round argument_list::left ( binary_operator::left summation / parenthesized_expression::left ( binary_operator::left binary_operator::left m - n binary_operator::right + 1 binary_operator::right ) parenthesized_expression::right binary_operator::right ) argument_list::right call::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",human
