idx,code,ast,label
10,"import re

def find_sequences(text):
    pattern = r""\b[a-z]+(_[a-z]+)+\b""
    return re.findall(pattern, text)","module::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right function_definition::left def find_sequences parameters::left ( text ) parameters::right : block::left expression_statement::left assignment::left pattern = string::left r"" \b[a-z]+(_[a-z]+)+\b "" string::right assignment::right expression_statement::right return_statement::left return call::left attribute::left re . findall attribute::right argument_list::left ( pattern , text ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
11,"import re
def remove_spaces(text):
 return (re.sub(' +',' ',text))","module::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right function_definition::left def remove_spaces parameters::left ( text ) parameters::right : block::left return_statement::left return parenthesized_expression::left ( call::left attribute::left re . sub attribute::right argument_list::left ( string::left '  + ' string::right , string::left '   ' string::right , text ) argument_list::right call::right ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
12,"def pos_nos(list1):
  for num in list1: 
    if num >= 0: 
       return num ",module::left function_definition::left def pos_nos parameters::left ( list1 ) parameters::right : block::left for_statement::left for num in list1 : block::left if_statement::left if comparison_operator::left num >= 0 comparison_operator::right : block::left return_statement::left return num return_statement::right block::right if_statement::right block::right for_statement::right block::right function_definition::right module::right,human
13,"import cmath
def polar_rect(x,y):
 cn = complex(x,y)
 cn=cmath.polar(cn)
 cn1 = cmath.rect(2, cmath.pi)
 return (cn,cn1)","module::left import_statement::left import dotted_name::left cmath dotted_name::right import_statement::right function_definition::left def polar_rect parameters::left ( x , y ) parameters::right : block::left expression_statement::left assignment::left cn = call::left complex argument_list::left ( x , y ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left cn = call::left attribute::left cmath . polar attribute::right argument_list::left ( cn ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left cn1 = call::left attribute::left cmath . rect attribute::right argument_list::left ( 2 , attribute::left cmath . pi attribute::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return tuple::left ( cn , cn1 ) tuple::right return_statement::right block::right function_definition::right module::right",human
14,"def find(n,m):  
    q = n//m 
    return (q)","module::left function_definition::left def find parameters::left ( n , m ) parameters::right : block::left expression_statement::left assignment::left q = binary_operator::left n // m binary_operator::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( q ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
15,"def is_decimal(num):
    import re
    dnumre = re.compile(r""""""^[0-9]+(\.[0-9]{1,2})?$"""""")
    result = dnumre.search(num)
    return bool(result)","module::left function_definition::left def is_decimal parameters::left ( num ) parameters::right : block::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right expression_statement::left assignment::left dnumre = call::left attribute::left re . compile attribute::right argument_list::left ( string::left r"""""" ^[0-9]+(\.[0-9]{1,2})?$ """""" string::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left result = call::left attribute::left dnumre . search attribute::right argument_list::left ( num ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return call::left bool argument_list::left ( result ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",human
16,"def pair_elements(tuple_data):
    result = {}
    for pair in tuple_data:
        for element in pair:
            other_elements = set(pair) - {element}
            if element in result:
                result[element].update(other_elements)
            else:
                result[element] = other_elements
    return result",module::left function_definition::left def pair_elements parameters::left ( tuple_data ) parameters::right : block::left expression_statement::left assignment::left result = dictionary::left { } dictionary::right assignment::right expression_statement::right for_statement::left for pair in tuple_data : block::left for_statement::left for element in pair : block::left expression_statement::left assignment::left other_elements = binary_operator::left call::left set argument_list::left ( pair ) argument_list::right call::right - set::left { element } set::right binary_operator::right assignment::right expression_statement::right if_statement::left if comparison_operator::left element in result comparison_operator::right : block::left expression_statement::left call::left attribute::left subscript::left result [ element ] subscript::right . update attribute::right argument_list::left ( other_elements ) argument_list::right call::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left assignment::left subscript::left result [ element ] subscript::right = other_elements assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return result return_statement::right block::right function_definition::right module::right,lm
17,"def find_directrix(a, b, c):
    # Directrix of a parabola y = ax^2 + bx + c is y = -d
    # where d = 1/4a (focus-directrix definition) and vertex form is y = a(x-h)^2 + k
    # Vertex (h, k) where h = -b/2a and k = c - (b^2 - 4ac)/4a
    d = 1 / (4 * a)
    return -d","module::left function_definition::left def find_directrix parameters::left ( a , b , c ) parameters::right : # Directrix of a parabola y = ax^2 + bx + c is y = -d # where d = 1/4a (focus-directrix definition) and vertex form is y = a(x-h)^2 + k # Vertex (h, k) where h = -b/2a and k = c - (b^2 - 4ac)/4a block::left expression_statement::left assignment::left d = binary_operator::left 1 / parenthesized_expression::left ( binary_operator::left 4 * a binary_operator::right ) parenthesized_expression::right binary_operator::right assignment::right expression_statement::right return_statement::left return unary_operator::left - d unary_operator::right return_statement::right block::right function_definition::right module::right",lm
18,"def count_With_Odd_SetBits(n): 
    if (n % 2 != 0): 
        return (n + 1) / 2
    count = bin(n).count('1') 
    ans = n / 2
    if (count % 2 != 0): 
        ans += 1
    return ans ",module::left function_definition::left def count_With_Odd_SetBits parameters::left ( n ) parameters::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left binary_operator::left n % 2 binary_operator::right != 0 comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return binary_operator::left parenthesized_expression::left ( binary_operator::left n + 1 binary_operator::right ) parenthesized_expression::right / 2 binary_operator::right return_statement::right block::right if_statement::right expression_statement::left assignment::left count = call::left attribute::left call::left bin argument_list::left ( n ) argument_list::right call::right . count attribute::right argument_list::left ( string::left ' 1 ' string::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left ans = binary_operator::left n / 2 binary_operator::right assignment::right expression_statement::right if_statement::left if parenthesized_expression::left ( comparison_operator::left binary_operator::left count % 2 binary_operator::right != 0 comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left augmented_assignment::left ans += 1 augmented_assignment::right expression_statement::right block::right if_statement::right return_statement::left return ans return_statement::right block::right function_definition::right module::right,human
19,"def minCost(cost, m, n):
    dp = [[0 for x in range(n+1)] for x in range(m+1)]
    dp[0][0] = cost[0][0]

    for i in range(1, m+1):
        dp[i][0] = dp[i-1][0] + cost[i][0]

    for j in range(1, n+1):
        dp[0][j] = dp[0][j-1] + cost[0][j]

    for i in range(1, m+1):
        for j in range(1, n+1):
            dp[i][j] = min(dp[i-1][j-1], dp[i-1][j], dp[i][j-1]) + cost[i][j]

    return dp[m][n]","module::left function_definition::left def minCost parameters::left ( cost , m , n ) parameters::right : block::left expression_statement::left assignment::left dp = list_comprehension::left [ list_comprehension::left [ 0 for_in_clause::left for x in call::left range argument_list::left ( binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right for_in_clause::right ] list_comprehension::right for_in_clause::left for x in call::left range argument_list::left ( binary_operator::left m + 1 binary_operator::right ) argument_list::right call::right for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right expression_statement::left assignment::left subscript::left subscript::left dp [ 0 ] subscript::right [ 0 ] subscript::right = subscript::left subscript::left cost [ 0 ] subscript::right [ 0 ] subscript::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 1 , binary_operator::left m + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left dp [ i ] subscript::right [ 0 ] subscript::right = binary_operator::left subscript::left subscript::left dp [ binary_operator::left i - 1 binary_operator::right ] subscript::right [ 0 ] subscript::right + subscript::left subscript::left cost [ i ] subscript::right [ 0 ] subscript::right binary_operator::right assignment::right expression_statement::right block::right for_statement::right for_statement::left for j in call::left range argument_list::left ( 1 , binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left dp [ 0 ] subscript::right [ j ] subscript::right = binary_operator::left subscript::left subscript::left dp [ 0 ] subscript::right [ binary_operator::left j - 1 binary_operator::right ] subscript::right + subscript::left subscript::left cost [ 0 ] subscript::right [ j ] subscript::right binary_operator::right assignment::right expression_statement::right block::right for_statement::right for_statement::left for i in call::left range argument_list::left ( 1 , binary_operator::left m + 1 binary_operator::right ) argument_list::right call::right : block::left for_statement::left for j in call::left range argument_list::left ( 1 , binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left dp [ i ] subscript::right [ j ] subscript::right = binary_operator::left call::left min argument_list::left ( subscript::left subscript::left dp [ binary_operator::left i - 1 binary_operator::right ] subscript::right [ binary_operator::left j - 1 binary_operator::right ] subscript::right , subscript::left subscript::left dp [ binary_operator::left i - 1 binary_operator::right ] subscript::right [ j ] subscript::right , subscript::left subscript::left dp [ i ] subscript::right [ binary_operator::left j - 1 binary_operator::right ] subscript::right ) argument_list::right call::right + subscript::left subscript::left cost [ i ] subscript::right [ j ] subscript::right binary_operator::right assignment::right expression_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return subscript::left subscript::left dp [ m ] subscript::right [ n ] subscript::right return_statement::right block::right function_definition::right module::right",lm
20,"def modulo_tuples(tuple1, tuple2):
    return tuple(a % b for a, b in zip(tuple1, tuple2))","module::left function_definition::left def modulo_tuples parameters::left ( tuple1 , tuple2 ) parameters::right : block::left return_statement::left return call::left tuple generator_expression::left ( binary_operator::left a % b binary_operator::right for_in_clause::left for pattern_list::left a , b pattern_list::right in call::left zip argument_list::left ( tuple1 , tuple2 ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right",lm
21,"def len_log(list1):
    max=len(list1[0])
    for i in list1:
        if len(i)>max:
            max=len(i)
    return max",module::left function_definition::left def len_log parameters::left ( list1 ) parameters::right : block::left expression_statement::left assignment::left max = call::left len argument_list::left ( subscript::left list1 [ 0 ] subscript::right ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for i in list1 : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( i ) argument_list::right call::right > max comparison_operator::right : block::left expression_statement::left assignment::left max = call::left len argument_list::left ( i ) argument_list::right call::right assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return max return_statement::right block::right function_definition::right module::right,human
22,"def validate_gregorian_date(year, month, day):
    try:
        from datetime import datetime
        datetime(year, month, day)
        return True
    except ValueError:
        return False","module::left function_definition::left def validate_gregorian_date parameters::left ( year , month , day ) parameters::right : block::left try_statement::left try : block::left import_from_statement::left from dotted_name::left datetime dotted_name::right import dotted_name::left datetime dotted_name::right import_from_statement::right expression_statement::left call::left datetime argument_list::left ( year , month , day ) argument_list::right call::right expression_statement::right return_statement::left return True return_statement::right block::right except_clause::left except ValueError : block::left return_statement::left return False return_statement::right block::right except_clause::right try_statement::right block::right function_definition::right module::right",lm
23,"def nth_star_number(n):
    return 6 * n * (n - 1) + 1",module::left function_definition::left def nth_star_number parameters::left ( n ) parameters::right : block::left return_statement::left return binary_operator::left binary_operator::left binary_operator::left 6 * n binary_operator::right * parenthesized_expression::left ( binary_operator::left n - 1 binary_operator::right ) parenthesized_expression::right binary_operator::right + 1 binary_operator::right return_statement::right block::right function_definition::right module::right,lm
24,"import re
def end_num(string):
    text = re.compile(r"".*[0-9]$"")
    if text.match(string):
        return True
    else:
        return False","module::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right function_definition::left def end_num parameters::left ( string ) parameters::right : block::left expression_statement::left assignment::left text = call::left attribute::left re . compile attribute::right argument_list::left ( string::left r"" .*[0-9]$ "" string::right ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if call::left attribute::left text . match attribute::right argument_list::left ( string ) argument_list::right call::right : block::left return_statement::left return True return_statement::right block::right else_clause::left else : block::left return_statement::left return False return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right",human
25,"def bitwise_xor(test_tup1, test_tup2):
  res = tuple(ele1 ^ ele2 for ele1, ele2 in zip(test_tup1, test_tup2))
  return (res) ","module::left function_definition::left def bitwise_xor parameters::left ( test_tup1 , test_tup2 ) parameters::right : block::left expression_statement::left assignment::left res = call::left tuple generator_expression::left ( binary_operator::left ele1 ^ ele2 binary_operator::right for_in_clause::left for pattern_list::left ele1 , ele2 pattern_list::right in call::left zip argument_list::left ( test_tup1 , test_tup2 ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( res ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
26,"def find_length(string, n): 
	current_sum = 0
	max_sum = 0
	for i in range(n): 
		current_sum += (1 if string[i] == '0' else -1) 
		if current_sum < 0: 
			current_sum = 0
		max_sum = max(current_sum, max_sum) 
	return max_sum if max_sum else 0","module::left function_definition::left def find_length parameters::left ( string , n ) parameters::right : block::left expression_statement::left assignment::left current_sum = 0 assignment::right expression_statement::right expression_statement::left assignment::left max_sum = 0 assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( n ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left current_sum += parenthesized_expression::left ( conditional_expression::left 1 if comparison_operator::left subscript::left string [ i ] subscript::right == string::left ' 0 ' string::right comparison_operator::right else unary_operator::left - 1 unary_operator::right conditional_expression::right ) parenthesized_expression::right augmented_assignment::right expression_statement::right if_statement::left if comparison_operator::left current_sum < 0 comparison_operator::right : block::left expression_statement::left assignment::left current_sum = 0 assignment::right expression_statement::right block::right if_statement::right expression_statement::left assignment::left max_sum = call::left max argument_list::left ( current_sum , max_sum ) argument_list::right call::right assignment::right expression_statement::right block::right for_statement::right return_statement::left return conditional_expression::left max_sum if max_sum else 0 conditional_expression::right return_statement::right block::right function_definition::right module::right",human
27,"def sort_tuple_list_by_digit_count(tuple_list):
    return sorted(tuple_list, key=lambda x: sum(len(str(elem)) for elem in x))","module::left function_definition::left def sort_tuple_list_by_digit_count parameters::left ( tuple_list ) parameters::right : block::left return_statement::left return call::left sorted argument_list::left ( tuple_list , keyword_argument::left key = lambda::left lambda lambda_parameters::left x lambda_parameters::right : call::left sum generator_expression::left ( call::left len argument_list::left ( call::left str argument_list::left ( elem ) argument_list::right call::right ) argument_list::right call::right for_in_clause::left for elem in x for_in_clause::right ) generator_expression::right call::right lambda::right keyword_argument::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
28,"def find_nested_elements_in_list(outer_list, comparison_list):
    found_elements = []
    for element in outer_list:
        if isinstance(element, list):
            for nested_element in element:
                if nested_element in comparison_list:
                    found_elements.append(nested_element)
        elif element in comparison_list:
            found_elements.append(element)
    return found_elements","module::left function_definition::left def find_nested_elements_in_list parameters::left ( outer_list , comparison_list ) parameters::right : block::left expression_statement::left assignment::left found_elements = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for element in outer_list : block::left if_statement::left if call::left isinstance argument_list::left ( element , list ) argument_list::right call::right : block::left for_statement::left for nested_element in element : block::left if_statement::left if comparison_operator::left nested_element in comparison_list comparison_operator::right : block::left expression_statement::left call::left attribute::left found_elements . append attribute::right argument_list::left ( nested_element ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right block::right elif_clause::left elif comparison_operator::left element in comparison_list comparison_operator::right : block::left expression_statement::left call::left attribute::left found_elements . append attribute::right argument_list::left ( element ) argument_list::right call::right expression_statement::right block::right elif_clause::right if_statement::right block::right for_statement::right return_statement::left return found_elements return_statement::right block::right function_definition::right module::right",lm
29,"def add_list(nums1,nums2):
  result = map(lambda x, y: x + y, nums1, nums2)
  return list(result)","module::left function_definition::left def add_list parameters::left ( nums1 , nums2 ) parameters::right : block::left expression_statement::left assignment::left result = call::left map argument_list::left ( lambda::left lambda lambda_parameters::left x , y lambda_parameters::right : binary_operator::left x + y binary_operator::right lambda::right , nums1 , nums2 ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return call::left list argument_list::left ( result ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",human
30,"def add_min_to_make_even(arr):
    sum_arr = sum(arr)
    if sum_arr % 2 == 0:
        return 0
    else:
        return 1",module::left function_definition::left def add_min_to_make_even parameters::left ( arr ) parameters::right : block::left expression_statement::left assignment::left sum_arr = call::left sum argument_list::left ( arr ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left binary_operator::left sum_arr % 2 binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return 0 return_statement::right block::right else_clause::left else : block::left return_statement::left return 1 return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right,lm
31,"from collections import Counter 
def anagram_lambda(texts,str):
  result = list(filter(lambda x: (Counter(str) == Counter(x)), texts)) 
  return result","module::left import_from_statement::left from dotted_name::left collections dotted_name::right import dotted_name::left Counter dotted_name::right import_from_statement::right function_definition::left def anagram_lambda parameters::left ( texts , str ) parameters::right : block::left expression_statement::left assignment::left result = call::left list argument_list::left ( call::left filter argument_list::left ( lambda::left lambda lambda_parameters::left x lambda_parameters::right : parenthesized_expression::left ( comparison_operator::left call::left Counter argument_list::left ( str ) argument_list::right call::right == call::left Counter argument_list::left ( x ) argument_list::right call::right comparison_operator::right ) parenthesized_expression::right lambda::right , texts ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return result return_statement::right block::right function_definition::right module::right",human
32,"def get_colon(t):
    return tuple(map(lambda x: x+':' if isinstance(x, str) else x, t))","module::left function_definition::left def get_colon parameters::left ( t ) parameters::right : block::left return_statement::left return call::left tuple argument_list::left ( call::left map argument_list::left ( lambda::left lambda lambda_parameters::left x lambda_parameters::right : conditional_expression::left binary_operator::left x + string::left ' : ' string::right binary_operator::right if call::left isinstance argument_list::left ( x , str ) argument_list::right call::right else x conditional_expression::right lambda::right , t ) argument_list::right call::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
33,"def find_similar_elements(list1, list2):
    return list(set(list1) & set(list2))","module::left function_definition::left def find_similar_elements parameters::left ( list1 , list2 ) parameters::right : block::left return_statement::left return call::left list argument_list::left ( binary_operator::left call::left set argument_list::left ( list1 ) argument_list::right call::right & call::left set argument_list::left ( list2 ) argument_list::right call::right binary_operator::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
34,"def count_elim(num):
  count_elim = 0
  for n in num:
    if isinstance(n, tuple):
        break
    count_elim += 1
  return count_elim","module::left function_definition::left def count_elim parameters::left ( num ) parameters::right : block::left expression_statement::left assignment::left count_elim = 0 assignment::right expression_statement::right for_statement::left for n in num : block::left if_statement::left if call::left isinstance argument_list::left ( n , tuple ) argument_list::right call::right : block::left break_statement::left break break_statement::right block::right if_statement::right expression_statement::left augmented_assignment::left count_elim += 1 augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return count_elim return_statement::right block::right function_definition::right module::right",human
