idx,code,ast,label
10,"def get_closest_vowel(word):
    vowels = ['a', 'e', 'i', 'o', 'u']
    consonants = []
    for i in range(len(word)-2, 0, -1):
        if word[i] not in vowels:
            consonants.append(word[i])
        else:
            return word[i]
    return """"","module::left function_definition::left def get_closest_vowel parameters::left ( word ) parameters::right : block::left expression_statement::left assignment::left vowels = list::left [ string::left ' a ' string::right , string::left ' e ' string::right , string::left ' i ' string::right , string::left ' o ' string::right , string::left ' u ' string::right ] list::right assignment::right expression_statement::right expression_statement::left assignment::left consonants = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( binary_operator::left call::left len argument_list::left ( word ) argument_list::right call::right - 2 binary_operator::right , 0 , unary_operator::left - 1 unary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left word [ i ] subscript::right not in vowels comparison_operator::right : block::left expression_statement::left call::left attribute::left consonants . append attribute::right argument_list::left ( subscript::left word [ i ] subscript::right ) argument_list::right call::right expression_statement::right block::right else_clause::left else : block::left return_statement::left return subscript::left word [ i ] subscript::right return_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return string::left "" "" string::right return_statement::right block::right function_definition::right module::right",lm
11,"def string_sequence(n: int) -> str:
    return ' '.join(str(i) for i in range(n+1))",module::left function_definition::left def string_sequence parameters::left ( typed_parameter::left n : type::left int type::right typed_parameter::right ) parameters::right -> type::left str type::right : block::left return_statement::left return call::left attribute::left string::left '   ' string::right . join attribute::right generator_expression::left ( call::left str argument_list::left ( i ) argument_list::right call::right for_in_clause::left for i in call::left range argument_list::left ( binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right,lm
12,"def f(n):
    result = []
    for i in range(1, n+1):
        if i % 2 == 0:
            factorial = 1
            for j in range(1, i+1):
                factorial *= j
            result.append(factorial)
        else:
            result.append(sum(range(1, i+1)))
    return result","module::left function_definition::left def f parameters::left ( n ) parameters::right : block::left expression_statement::left assignment::left result = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( 1 , binary_operator::left n + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left i % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left assignment::left factorial = 1 assignment::right expression_statement::right for_statement::left for j in call::left range argument_list::left ( 1 , binary_operator::left i + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left factorial *= j augmented_assignment::right expression_statement::right block::right for_statement::right expression_statement::left call::left attribute::left result . append attribute::right argument_list::left ( factorial ) argument_list::right call::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left call::left attribute::left result . append attribute::right argument_list::left ( call::left sum argument_list::left ( call::left range argument_list::left ( 1 , binary_operator::left i + 1 binary_operator::right ) argument_list::right call::right ) argument_list::right call::right ) argument_list::right call::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return result return_statement::right block::right function_definition::right module::right",lm
13,"from typing import List, Tuple

def find_closest_elements(numbers: List[float]) -> Tuple[float, float]:
    numbers.sort()
    min_diff = float('inf')
    closest_pair = None
    
    for i in range(len(numbers) - 1):
        diff = numbers[i+1] - numbers[i]
        if diff < min_diff:
            min_diff = diff
            closest_pair = (numbers[i], numbers[i+1])
    
    return closest_pair","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right , dotted_name::left Tuple dotted_name::right import_from_statement::right function_definition::left def find_closest_elements parameters::left ( typed_parameter::left numbers : type::left generic_type::left List type_parameter::left [ type::left float type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left generic_type::left Tuple type_parameter::left [ type::left float type::right , type::left float type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left call::left attribute::left numbers . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right expression_statement::left assignment::left min_diff = call::left float argument_list::left ( string::left ' inf ' string::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left closest_pair = None assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( binary_operator::left call::left len argument_list::left ( numbers ) argument_list::right call::right - 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left diff = binary_operator::left subscript::left numbers [ binary_operator::left i + 1 binary_operator::right ] subscript::right - subscript::left numbers [ i ] subscript::right binary_operator::right assignment::right expression_statement::right if_statement::left if comparison_operator::left diff < min_diff comparison_operator::right : block::left expression_statement::left assignment::left min_diff = diff assignment::right expression_statement::right expression_statement::left assignment::left closest_pair = tuple::left ( subscript::left numbers [ i ] subscript::right , subscript::left numbers [ binary_operator::left i + 1 binary_operator::right ] subscript::right ) tuple::right assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return closest_pair return_statement::right block::right function_definition::right module::right",lm
14,"from typing import List


def filter_by_prefix(strings: List[str], prefix: str) -> List[str]:
    """"""
    Filter an input list of strings only for ones that start with a given prefix.
    """"""
    filtered_strings = []
    for string in strings:
        if string.startswith(prefix):
            filtered_strings.append(string)
    return filtered_strings","module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def filter_by_prefix parameters::left ( typed_parameter::left strings : type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right typed_parameter::right , typed_parameter::left prefix : type::left str type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left str type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left string::left """""" 
    Filter an input list of strings only for ones that start with a given prefix.
     """""" string::right expression_statement::right expression_statement::left assignment::left filtered_strings = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for string in strings : block::left if_statement::left if call::left attribute::left string . startswith attribute::right argument_list::left ( prefix ) argument_list::right call::right : block::left expression_statement::left call::left attribute::left filtered_strings . append attribute::right argument_list::left ( string ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return filtered_strings return_statement::right block::right function_definition::right module::right",lm
15,"def is_prime(n):
    if n < 2:
        return False
    for k in range(2, n - 1):
        if n % k == 0:
            return False
    return True
","module::left function_definition::left def is_prime parameters::left ( n ) parameters::right : block::left if_statement::left if comparison_operator::left n < 2 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right for_statement::left for k in call::left range argument_list::left ( 2 , binary_operator::left n - 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left n % k binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return False return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return True return_statement::right block::right function_definition::right module::right",human
16,"def any_int(x, y, z):
    
    if isinstance(x,int) and isinstance(y,int) and isinstance(z,int):
        if (x+y==z) or (x+z==y) or (y+z==x):
            return True
        return False
    return False
","module::left function_definition::left def any_int parameters::left ( x , y , z ) parameters::right : block::left if_statement::left if boolean_operator::left boolean_operator::left call::left isinstance argument_list::left ( x , int ) argument_list::right call::right and call::left isinstance argument_list::left ( y , int ) argument_list::right call::right boolean_operator::right and call::left isinstance argument_list::left ( z , int ) argument_list::right call::right boolean_operator::right : block::left if_statement::left if boolean_operator::left boolean_operator::left parenthesized_expression::left ( comparison_operator::left binary_operator::left x + y binary_operator::right == z comparison_operator::right ) parenthesized_expression::right or parenthesized_expression::left ( comparison_operator::left binary_operator::left x + z binary_operator::right == y comparison_operator::right ) parenthesized_expression::right boolean_operator::right or parenthesized_expression::left ( comparison_operator::left binary_operator::left y + z binary_operator::right == x comparison_operator::right ) parenthesized_expression::right boolean_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right return_statement::left return False return_statement::right block::right if_statement::right return_statement::left return False return_statement::right block::right function_definition::right module::right",human
17,"def split_words(txt):
    if "" "" in txt:
        return txt.split()
    elif "","" in txt:
        return txt.replace(',',' ').split()
    else:
        return len([i for i in txt if i.islower() and ord(i)%2 == 0])
","module::left function_definition::left def split_words parameters::left ( txt ) parameters::right : block::left if_statement::left if comparison_operator::left string::left ""   "" string::right in txt comparison_operator::right : block::left return_statement::left return call::left attribute::left txt . split attribute::right argument_list::left ( ) argument_list::right call::right return_statement::right block::right elif_clause::left elif comparison_operator::left string::left "" , "" string::right in txt comparison_operator::right : block::left return_statement::left return call::left attribute::left call::left attribute::left txt . replace attribute::right argument_list::left ( string::left ' , ' string::right , string::left '   ' string::right ) argument_list::right call::right . split attribute::right argument_list::left ( ) argument_list::right call::right return_statement::right block::right elif_clause::right else_clause::left else : block::left return_statement::left return call::left len argument_list::left ( list_comprehension::left [ i for_in_clause::left for i in txt for_in_clause::right if_clause::left if boolean_operator::left call::left attribute::left i . islower attribute::right argument_list::left ( ) argument_list::right call::right and comparison_operator::left binary_operator::left call::left ord argument_list::left ( i ) argument_list::right call::right % 2 binary_operator::right == 0 comparison_operator::right boolean_operator::right if_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right",human
18,"def car_race_collision(n: int):
    # The number of collisions can be calculated by finding the number of pairs of cars moving in opposite directions.
    # Since each car from the left to right set can collide with each car from the right to left set, we have n * n collisions.
    # However, since each car can collide only once, we divide by 2 to avoid counting duplicate collisions.

    return n * n // 2","module::left function_definition::left def car_race_collision parameters::left ( typed_parameter::left n : type::left int type::right typed_parameter::right ) parameters::right : # The number of collisions can be calculated by finding the number of pairs of cars moving in opposite directions. # Since each car from the left to right set can collide with each car from the right to left set, we have n * n collisions. # However, since each car can collide only once, we divide by 2 to avoid counting duplicate collisions. block::left return_statement::left return binary_operator::left binary_operator::left n * n binary_operator::right // 2 binary_operator::right return_statement::right block::right function_definition::right module::right",lm
19,"def same_chars(s0: str, s1: str):
    return set(s0) == set(s1)
","module::left function_definition::left def same_chars parameters::left ( typed_parameter::left s0 : type::left str type::right typed_parameter::right , typed_parameter::left s1 : type::left str type::right typed_parameter::right ) parameters::right : block::left return_statement::left return comparison_operator::left call::left set argument_list::left ( s0 ) argument_list::right call::right == call::left set argument_list::left ( s1 ) argument_list::right call::right comparison_operator::right return_statement::right block::right function_definition::right module::right",human
20,"def triples_sum_to_zero(l: list):
    """"""
    triples_sum_to_zero takes a list of integers as an input.
    it returns True if there are three distinct elements in the list that
    sum to zero, and False otherwise.
    """"""
    length = len(l)
    # Iterate over each element in the list
    for i in range(length):
        # Iterate over the remaining elements
        for j in range(i + 1, length):
            for k in range(j + 1, length):
                # Check if the sum of the three elements is zero
                if l[i] + l[j] + l[k] == 0:
                    return True
    return False","module::left function_definition::left def triples_sum_to_zero parameters::left ( typed_parameter::left l : type::left list type::right typed_parameter::right ) parameters::right : block::left expression_statement::left string::left """""" 
    triples_sum_to_zero takes a list of integers as an input.
    it returns True if there are three distinct elements in the list that
    sum to zero, and False otherwise.
     """""" string::right expression_statement::right expression_statement::left assignment::left length = call::left len argument_list::left ( l ) argument_list::right call::right assignment::right expression_statement::right # Iterate over each element in the list for_statement::left for i in call::left range argument_list::left ( length ) argument_list::right call::right : # Iterate over the remaining elements block::left for_statement::left for j in call::left range argument_list::left ( binary_operator::left i + 1 binary_operator::right , length ) argument_list::right call::right : block::left for_statement::left for k in call::left range argument_list::left ( binary_operator::left j + 1 binary_operator::right , length ) argument_list::right call::right : # Check if the sum of the three elements is zero block::left if_statement::left if comparison_operator::left binary_operator::left binary_operator::left subscript::left l [ i ] subscript::right + subscript::left l [ j ] subscript::right binary_operator::right + subscript::left l [ k ] subscript::right binary_operator::right == 0 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right block::right for_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return False return_statement::right block::right function_definition::right module::right",lm
21,"def fibfib(n: int):
    if n == 0:
        return 0
    if n == 1:
        return 0
    if n == 2:
        return 1
    return fibfib(n - 1) + fibfib(n - 2) + fibfib(n - 3)
",module::left function_definition::left def fibfib parameters::left ( typed_parameter::left n : type::left int type::right typed_parameter::right ) parameters::right : block::left if_statement::left if comparison_operator::left n == 0 comparison_operator::right : block::left return_statement::left return 0 return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left n == 1 comparison_operator::right : block::left return_statement::left return 0 return_statement::right block::right if_statement::right if_statement::left if comparison_operator::left n == 2 comparison_operator::right : block::left return_statement::left return 1 return_statement::right block::right if_statement::right return_statement::left return binary_operator::left binary_operator::left call::left fibfib argument_list::left ( binary_operator::left n - 1 binary_operator::right ) argument_list::right call::right + call::left fibfib argument_list::left ( binary_operator::left n - 2 binary_operator::right ) argument_list::right call::right binary_operator::right + call::left fibfib argument_list::left ( binary_operator::left n - 3 binary_operator::right ) argument_list::right call::right binary_operator::right return_statement::right block::right function_definition::right module::right,human
22,"def decimal_to_binary(decimal):
    bin_str = bin(decimal)[2:]
    binary = ' '.join(bin_str)
    return 'db' + binary.replace(' ', '') + 'db'","module::left function_definition::left def decimal_to_binary parameters::left ( decimal ) parameters::right : block::left expression_statement::left assignment::left bin_str = subscript::left call::left bin argument_list::left ( decimal ) argument_list::right call::right [ slice::left 2 : slice::right ] subscript::right assignment::right expression_statement::right expression_statement::left assignment::left binary = call::left attribute::left string::left '   ' string::right . join attribute::right argument_list::left ( bin_str ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return binary_operator::left binary_operator::left string::left ' db ' string::right + call::left attribute::left binary . replace attribute::right argument_list::left ( string::left '   ' string::right , string::left ' ' string::right ) argument_list::right call::right binary_operator::right + string::left ' db ' string::right binary_operator::right return_statement::right block::right function_definition::right module::right",lm
23,"def is_bored(S):
    import re
    sentences = re.split(r'[.?!]\s*', S)
    return sum(sentence[0:2] == 'I ' for sentence in sentences)
","module::left function_definition::left def is_bored parameters::left ( S ) parameters::right : block::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right expression_statement::left assignment::left sentences = call::left attribute::left re . split attribute::right argument_list::left ( string::left r' [.?!]\s* ' string::right , S ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return call::left sum generator_expression::left ( comparison_operator::left subscript::left sentence [ slice::left 0 : 2 slice::right ] subscript::right == string::left ' I  ' string::right comparison_operator::right for_in_clause::left for sentence in sentences for_in_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right",human
24,"def make_a_pile(n):
    pile = []
    for i in range(n):
        pile.append(n + 2*i)
    return pile",module::left function_definition::left def make_a_pile parameters::left ( n ) parameters::right : block::left expression_statement::left assignment::left pile = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for i in call::left range argument_list::left ( n ) argument_list::right call::right : block::left expression_statement::left call::left attribute::left pile . append attribute::right argument_list::left ( binary_operator::left n + binary_operator::left 2 * i binary_operator::right binary_operator::right ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return pile return_statement::right block::right function_definition::right module::right,lm
