idx,code,new_code,ast,label
62,"def add_elements(arr, k):
    return sum(elem for elem in arr[:k] if len(str(elem)) <= 2)
","def add_elements(var_1, var_2):
    return sum(elem for elem in var_1[:var_2] if len(str(elem)) <= 2)
","module::left function_definition::left def add_elements parameters::left ( var_1 , var_2 ) parameters::right : block::left return_statement::left return call::left sum generator_expression::left ( elem for_in_clause::left for elem in subscript::left var_1 [ slice::left : var_2 slice::right ] subscript::right for_in_clause::right if_clause::left if comparison_operator::left call::left len argument_list::left ( call::left str argument_list::left ( elem ) argument_list::right call::right ) argument_list::right call::right <= 2 comparison_operator::right if_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right",human
63,"from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    import collections
    c = collections.Counter(numbers)
    return [n for n in numbers if c[n] <= 1]
","from typing import List


def remove_duplicates(var_1: List[int]) -> List[int]:
    import collections
    var_2 = collections.Counter(var_1)
    return [n for n in var_1 if var_2[n] <= 1]
",module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def remove_duplicates parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : block::left import_statement::left import dotted_name::left collections dotted_name::right import_statement::right expression_statement::left assignment::left var_2 = call::left attribute::left collections . Counter attribute::right argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return list_comprehension::left [ n for_in_clause::left for n in var_1 for_in_clause::right if_clause::left if comparison_operator::left subscript::left var_2 [ n ] subscript::right <= 1 comparison_operator::right if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right,human
64,"def tri(n):
    if n == 0:
        return [1]
    my_tri = [1, 3]
    for i in range(2, n + 1):
        if i % 2 == 0:
            my_tri.append(i / 2 + 1)
        else:
            my_tri.append(my_tri[i - 1] + my_tri[i - 2] + (i + 3) / 2)
    return my_tri
","def tri(var_1):
    if var_1 == 0:
        return [1]
    var_2 = [1, 3]
    for var_3 in range(2, var_1 + 1):
        if var_3 % 2 == 0:
            var_2.append(var_3 / 2 + 1)
        else:
            var_2.append(var_2[var_3 - 1] + var_2[var_3 - 2] + (var_3 + 3) / 2)
    return var_2
","module::left function_definition::left def tri parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left var_1 == 0 comparison_operator::right : block::left return_statement::left return list::left [ 1 ] list::right return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = list::left [ 1 , 3 ] list::right assignment::right expression_statement::right for_statement::left for var_3 in call::left range argument_list::left ( 2 , binary_operator::left var_1 + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left var_3 % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( binary_operator::left binary_operator::left var_3 / 2 binary_operator::right + 1 binary_operator::right ) argument_list::right call::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( binary_operator::left binary_operator::left subscript::left var_2 [ binary_operator::left var_3 - 1 binary_operator::right ] subscript::right + subscript::left var_2 [ binary_operator::left var_3 - 2 binary_operator::right ] subscript::right binary_operator::right + binary_operator::left parenthesized_expression::left ( binary_operator::left var_3 + 3 binary_operator::right ) parenthesized_expression::right / 2 binary_operator::right binary_operator::right ) argument_list::right call::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",human
65,"def get_positive(l: list):
    """"""Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
    """"""
    return [x for x in l if x > 0]","def get_positive(var_1: list):
    """"""Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
    """"""
    return [x for x in var_1 if x > 0]","module::left function_definition::left def get_positive parameters::left ( typed_parameter::left var_1 : type::left list type::right typed_parameter::right ) parameters::right : block::left expression_statement::left string::left """""" Return only positive numbers in the list.
    >>> get_positive([-1, 2, -4, 5, 6])
    [2, 5, 6]
    >>> get_positive([5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10])
    [5, 3, 2, 3, 9, 123, 1]
     """""" string::right expression_statement::right return_statement::left return list_comprehension::left [ x for_in_clause::left for x in var_1 for_in_clause::right if_clause::left if comparison_operator::left x > 0 comparison_operator::right if_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right",lm
66,"def digitSum(s):
    if s == """": return 0
    return sum(ord(char) if char.isupper() else 0 for char in s)
","def digitSum(var_1):
    if var_1 == """": return 0
    return sum(ord(char) if char.isupper() else 0 for char in var_1)
","module::left function_definition::left def digitSum parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left var_1 == string::left "" "" string::right comparison_operator::right : block::left return_statement::left return 0 return_statement::right block::right if_statement::right return_statement::left return call::left sum generator_expression::left ( conditional_expression::left call::left ord argument_list::left ( char ) argument_list::right call::right if call::left attribute::left char . isupper attribute::right argument_list::left ( ) argument_list::right call::right else 0 conditional_expression::right for_in_clause::left for char in var_1 for_in_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right",human
67,"from typing import List


def rescale_to_unit(numbers: List[float]) -> List[float]:
    min_value = min(numbers)
    max_value = max(numbers)
    if min_value == max_value:
        return [0.0] * len(numbers)
    return [(num - min_value) / (max_value - min_value) for num in numbers]","from typing import List


def rescale_to_unit(var_1: List[float]) -> List[float]:
    var_2 = min(var_1)
    var_3 = max(var_1)
    if var_2 == var_3:
        return [0.0] * len(var_1)
    return [(num - var_2) / (var_3 - var_2) for num in var_1]",module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def rescale_to_unit parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left float type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left float type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left assignment::left var_2 = call::left min argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = call::left max argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_2 == var_3 comparison_operator::right : block::left return_statement::left return binary_operator::left list::left [ 0.0 ] list::right * call::left len argument_list::left ( var_1 ) argument_list::right call::right binary_operator::right return_statement::right block::right if_statement::right return_statement::left return list_comprehension::left [ binary_operator::left parenthesized_expression::left ( binary_operator::left num - var_2 binary_operator::right ) parenthesized_expression::right / parenthesized_expression::left ( binary_operator::left var_3 - var_2 binary_operator::right ) parenthesized_expression::right binary_operator::right for_in_clause::left for num in var_1 for_in_clause::right ] list_comprehension::right return_statement::right block::right function_definition::right module::right,lm
68,"def digits(n):
    product = 1
    for digit in str(n):
        int_digit = int(digit)
        if int_digit % 2 == 1:
            product *= int_digit
    if product == 1:
        return 0
    else:
        return product","def digits(var_1):
    var_2 = 1
    for var_3 in str(var_1):
        var_4 = int(var_3)
        if var_4 % 2 == 1:
            var_2 *= var_4
    if var_2 == 1:
        return 0
    else:
        return var_2",module::left function_definition::left def digits parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = 1 assignment::right expression_statement::right for_statement::left for var_3 in call::left str argument_list::left ( var_1 ) argument_list::right call::right : block::left expression_statement::left assignment::left var_4 = call::left int argument_list::left ( var_3 ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left binary_operator::left var_4 % 2 binary_operator::right == 1 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_2 *= var_4 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right if_statement::left if comparison_operator::left var_2 == 1 comparison_operator::right : block::left return_statement::left return 0 return_statement::right block::right else_clause::left else : block::left return_statement::left return var_2 return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right,lm
69,"def by_length(arr):
    if arr == []:
      return []
        
    names = [""One"", ""Two"", ""Three"", ""Four"", ""Five"", ""Six"", ""Seven"", ""Eight"", ""Nine""]
    
    cleaned_arr = []
    
    for num in arr:
      if 1 <= num <= 9:
        cleaned_arr.append(num)
    
    cleaned_arr.sort()
    cleaned_arr.reverse()
    
    result = []
    
    for num in cleaned_arr:
      result.append(names[num - 1])
    
    return result","def by_length(var_1):
    if var_1 == []:
      return []
        
    var_2 = [""One"", ""Two"", ""Three"", ""Four"", ""Five"", ""Six"", ""Seven"", ""Eight"", ""Nine""]
    
    var_3 = []
    
    for var_4 in var_1:
      if 1 <= var_4 <= 9:
        var_3.append(var_4)
    
    var_3.sort()
    var_3.reverse()
    
    var_5 = []
    
    for var_4 in var_3:
      var_5.append(var_2[var_4 - 1])
    
    return var_5","module::left function_definition::left def by_length parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left var_1 == list::left [ ] list::right comparison_operator::right : block::left return_statement::left return list::left [ ] list::right return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = list::left [ string::left "" One "" string::right , string::left "" Two "" string::right , string::left "" Three "" string::right , string::left "" Four "" string::right , string::left "" Five "" string::right , string::left "" Six "" string::right , string::left "" Seven "" string::right , string::left "" Eight "" string::right , string::left "" Nine "" string::right ] list::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_4 in var_1 : block::left if_statement::left if comparison_operator::left 1 <= var_4 <= 9 comparison_operator::right : block::left expression_statement::left call::left attribute::left var_3 . append attribute::right argument_list::left ( var_4 ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right expression_statement::left call::left attribute::left var_3 . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right expression_statement::left call::left attribute::left var_3 . reverse attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right expression_statement::left assignment::left var_5 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_4 in var_3 : block::left expression_statement::left call::left attribute::left var_5 . append attribute::right argument_list::left ( subscript::left var_2 [ binary_operator::left var_4 - 1 binary_operator::right ] subscript::right ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return var_5 return_statement::right block::right function_definition::right module::right",lm
70,"def string_sequence(n: int) -> str:
    return ' '.join([str(x) for x in range(n + 1)])
","def string_sequence(var_1: int) -> str:
    return ' '.join([str(x) for x in range(var_1 + 1)])
",module::left function_definition::left def string_sequence parameters::left ( typed_parameter::left var_1 : type::left int type::right typed_parameter::right ) parameters::right -> type::left str type::right : block::left return_statement::left return call::left attribute::left string::left '   ' string::right . join attribute::right argument_list::left ( list_comprehension::left [ call::left str argument_list::left ( x ) argument_list::right call::right for_in_clause::left for x in call::left range argument_list::left ( binary_operator::left var_1 + 1 binary_operator::right ) argument_list::right call::right for_in_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right,human
71,"def split_words(txt):
    if "" "" in txt:
        return txt.split()
    elif "","" in txt:
        return txt.replace(',',' ').split()
    else:
        return len([i for i in txt if i.islower() and ord(i)%2 == 0])
","def split_words(var_1):
    if "" "" in var_1:
        return var_1.split()
    elif "","" in var_1:
        return var_1.replace(',',' ').split()
    else:
        return len([i for i in var_1 if i.islower() and ord(i)%2 == 0])
","module::left function_definition::left def split_words parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left string::left ""   "" string::right in var_1 comparison_operator::right : block::left return_statement::left return call::left attribute::left var_1 . split attribute::right argument_list::left ( ) argument_list::right call::right return_statement::right block::right elif_clause::left elif comparison_operator::left string::left "" , "" string::right in var_1 comparison_operator::right : block::left return_statement::left return call::left attribute::left call::left attribute::left var_1 . replace attribute::right argument_list::left ( string::left ' , ' string::right , string::left '   ' string::right ) argument_list::right call::right . split attribute::right argument_list::left ( ) argument_list::right call::right return_statement::right block::right elif_clause::right else_clause::left else : block::left return_statement::left return call::left len argument_list::left ( list_comprehension::left [ i for_in_clause::left for i in var_1 for_in_clause::right if_clause::left if boolean_operator::left call::left attribute::left i . islower attribute::right argument_list::left ( ) argument_list::right call::right and comparison_operator::left binary_operator::left call::left ord argument_list::left ( i ) argument_list::right call::right % 2 binary_operator::right == 0 comparison_operator::right boolean_operator::right if_clause::right ] list_comprehension::right ) argument_list::right call::right return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right",human
72,"def next_smallest(lst):
    lst = sorted(set(lst))
    return None if len(lst) < 2 else lst[1]
","def next_smallest(var_1):
    var_1 = sorted(set(var_1))
    return None if len(var_1) < 2 else var_1[1]
",module::left function_definition::left def next_smallest parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_1 = call::left sorted argument_list::left ( call::left set argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return conditional_expression::left None if comparison_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right < 2 comparison_operator::right else subscript::left var_1 [ 1 ] subscript::right conditional_expression::right return_statement::right block::right function_definition::right module::right,human
73,"FIX = """"""
Add more test cases.
""""""

def vowels_count(s):
    vowels = ""aeiouAEIOU""
    n_vowels = sum(c in vowels for c in s)
    if s[-1] == 'y' or s[-1] == 'Y':
        n_vowels += 1
    return n_vowels
","var_1 = """"""
Add more test cases.
""""""

def vowels_count(var_2):
    var_3 = ""aeiouAEIOU""
    var_4 = sum(c in var_3 for c in var_2)
    if var_2[-1] == 'y' or var_2[-1] == 'Y':
        var_4 += 1
    return var_4
","module::left expression_statement::left assignment::left var_1 = string::left """""" 
Add more test cases.
 """""" string::right assignment::right expression_statement::right function_definition::left def vowels_count parameters::left ( var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = string::left "" aeiouAEIOU "" string::right assignment::right expression_statement::right expression_statement::left assignment::left var_4 = call::left sum generator_expression::left ( comparison_operator::left c in var_3 comparison_operator::right for_in_clause::left for c in var_2 for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right if_statement::left if boolean_operator::left comparison_operator::left subscript::left var_2 [ unary_operator::left - 1 unary_operator::right ] subscript::right == string::left ' y ' string::right comparison_operator::right or comparison_operator::left subscript::left var_2 [ unary_operator::left - 1 unary_operator::right ] subscript::right == string::left ' Y ' string::right comparison_operator::right boolean_operator::right : block::left expression_statement::left augmented_assignment::left var_4 += 1 augmented_assignment::right expression_statement::right block::right if_statement::right return_statement::left return var_4 return_statement::right block::right function_definition::right module::right",human
74,"def count_up_to(n):
    primes = []
    for i in range(2, n):
        is_prime = True
        for j in range(2, i):
            if i % j == 0:
                is_prime = False
                break
        if is_prime:
            primes.append(i)
    return primes

","def count_up_to(var_1):
    var_2 = []
    for var_3 in range(2, var_1):
        var_4 = True
        for var_5 in range(2, var_3):
            if var_3 % var_5 == 0:
                var_4 = False
                break
        if var_4:
            var_2.append(var_3)
    return var_2

","module::left function_definition::left def count_up_to parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_3 in call::left range argument_list::left ( 2 , var_1 ) argument_list::right call::right : block::left expression_statement::left assignment::left var_4 = True assignment::right expression_statement::right for_statement::left for var_5 in call::left range argument_list::left ( 2 , var_3 ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left var_3 % var_5 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left assignment::left var_4 = False assignment::right expression_statement::right break_statement::left break break_statement::right block::right if_statement::right block::right for_statement::right if_statement::left if var_4 : block::left expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( var_3 ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",human
75,"from typing import List


def below_zero(operations: List[int]) -> bool:
    balance = 0
    for operation in operations:
        balance += operation
        if balance < 0:
            return True
    return False","from typing import List


def below_zero(var_1: List[int]) -> bool:
    var_2 = 0
    for var_3 in var_1:
        var_2 += var_3
        if var_2 < 0:
            return True
    return False",module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def below_zero parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left bool type::right : block::left expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right for_statement::left for var_3 in var_1 : block::left expression_statement::left augmented_assignment::left var_2 += var_3 augmented_assignment::right expression_statement::right if_statement::left if comparison_operator::left var_2 < 0 comparison_operator::right : block::left return_statement::left return True return_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return False return_statement::right block::right function_definition::right module::right,lm
76,"def sum_to_n(n: int):
    """"""sum_to_n is a function that sums numbers from 1 to n.
    >>> sum_to_n(30)
    465
    >>> sum_to_n(100)
    5050
    >>> sum_to_n(5)
    15
    >>> sum_to_n(10)
    55
    >>> sum_to_n(1)
    1
    """"""
    sum = 0
    for i in range(1, n + 1):
        sum += i
    return sum","def sum_to_n(var_1: int):
    """"""sum_to_n is a function that sums numbers from 1 to n.
    >>> sum_to_n(30)
    465
    >>> sum_to_n(100)
    5050
    >>> sum_to_n(5)
    15
    >>> sum_to_n(10)
    55
    >>> sum_to_n(1)
    1
    """"""
    var_2 = 0
    for var_3 in range(1, var_1 + 1):
        var_2 += var_3
    return var_2","module::left function_definition::left def sum_to_n parameters::left ( typed_parameter::left var_1 : type::left int type::right typed_parameter::right ) parameters::right : block::left expression_statement::left string::left """""" sum_to_n is a function that sums numbers from 1 to n.
    >>> sum_to_n(30)
    465
    >>> sum_to_n(100)
    5050
    >>> sum_to_n(5)
    15
    >>> sum_to_n(10)
    55
    >>> sum_to_n(1)
    1
     """""" string::right expression_statement::right expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right for_statement::left for var_3 in call::left range argument_list::left ( 1 , binary_operator::left var_1 + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left var_2 += var_3 augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",lm
77,"def hex_key(num):
    primes = ('2', '3', '5', '7', 'B', 'D')
    total = 0
    for i in range(0, len(num)):
        if num[i] in primes:
            total += 1
    return total
","def hex_key(var_1):
    var_2 = ('2', '3', '5', '7', 'B', 'D')
    var_3 = 0
    for var_4 in range(0, len(var_1)):
        if var_1[var_4] in var_2:
            var_3 += 1
    return var_3
","module::left function_definition::left def hex_key parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = tuple::left ( string::left ' 2 ' string::right , string::left ' 3 ' string::right , string::left ' 5 ' string::right , string::left ' 7 ' string::right , string::left ' B ' string::right , string::left ' D ' string::right ) tuple::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right for_statement::left for var_4 in call::left range argument_list::left ( 0 , call::left len argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left subscript::left var_1 [ var_4 ] subscript::right in var_2 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right",human
78,"def is_equal_to_sum_even(n):
    return n%2 == 0 and n >= 8
","def is_equal_to_sum_even(var_1):
    return var_1%2 == 0 and var_1 >= 8
",module::left function_definition::left def is_equal_to_sum_even parameters::left ( var_1 ) parameters::right : block::left return_statement::left return boolean_operator::left comparison_operator::left binary_operator::left var_1 % 2 binary_operator::right == 0 comparison_operator::right and comparison_operator::left var_1 >= 8 comparison_operator::right boolean_operator::right return_statement::right block::right function_definition::right module::right,human
79,"def closest_integer(value):

    num = float(value)
    int_num = int(num)
    decimal = abs(num - int_num)
    if decimal == 0.5:
        if int_num > 0:
            return int_num + 1
        else:
            return int_num - 1
    elif decimal > 0.5:
        return int_num + 1
    else:
        return int_num","def closest_integer(var_1):

    var_2 = float(var_1)
    var_3 = int(var_2)
    var_4 = abs(var_2 - var_3)
    if var_4 == 0.5:
        if var_3 > 0:
            return var_3 + 1
        else:
            return var_3 - 1
    elif var_4 > 0.5:
        return var_3 + 1
    else:
        return var_3",module::left function_definition::left def closest_integer parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = call::left float argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = call::left int argument_list::left ( var_2 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_4 = call::left abs argument_list::left ( binary_operator::left var_2 - var_3 binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_4 == 0.5 comparison_operator::right : block::left if_statement::left if comparison_operator::left var_3 > 0 comparison_operator::right : block::left return_statement::left return binary_operator::left var_3 + 1 binary_operator::right return_statement::right block::right else_clause::left else : block::left return_statement::left return binary_operator::left var_3 - 1 binary_operator::right return_statement::right block::right else_clause::right if_statement::right block::right elif_clause::left elif comparison_operator::left var_4 > 0.5 comparison_operator::right : block::left return_statement::left return binary_operator::left var_3 + 1 binary_operator::right return_statement::right block::right elif_clause::right else_clause::left else : block::left return_statement::left return var_3 return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right,lm
80,"def make_a_pile(n):
    res = [n]

    while n > 0:
        if n % 2 == 0:
            n += 1
        else:
            n -= 1
        res.append(n)

    return res","def make_a_pile(var_1):
    var_2 = [var_1]

    while var_1 > 0:
        if var_1 % 2 == 0:
            var_1 += 1
        else:
            var_1 -= 1
        var_2.append(var_1)

    return var_2",module::left function_definition::left def make_a_pile parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = list::left [ var_1 ] list::right assignment::right expression_statement::right while_statement::left while comparison_operator::left var_1 > 0 comparison_operator::right : block::left if_statement::left if comparison_operator::left binary_operator::left var_1 % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_1 += 1 augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left var_1 -= 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( var_1 ) argument_list::right call::right expression_statement::right block::right while_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right,lm
81,"def sort_array(array):
    return [] if len(array) == 0 else sorted(array, reverse= (array[0]+array[-1]) % 2 == 0) 
","def sort_array(var_1):
    return [] if len(var_1) == 0 else sorted(var_1, reverse= (var_1[0]+var_1[-1]) % 2 == 0) 
","module::left function_definition::left def sort_array parameters::left ( var_1 ) parameters::right : block::left return_statement::left return conditional_expression::left list::left [ ] list::right if comparison_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right == 0 comparison_operator::right else call::left sorted argument_list::left ( var_1 , keyword_argument::left reverse = comparison_operator::left binary_operator::left parenthesized_expression::left ( binary_operator::left subscript::left var_1 [ 0 ] subscript::right + subscript::left var_1 [ unary_operator::left - 1 unary_operator::right ] subscript::right binary_operator::right ) parenthesized_expression::right % 2 binary_operator::right == 0 comparison_operator::right keyword_argument::right ) argument_list::right call::right conditional_expression::right return_statement::right block::right function_definition::right module::right",human
82,"def even_odd_count(num):
    num_str = str(abs(num))
    even_count = 0
    odd_count = 0
    for digit in num_str:
        digit = int(digit)
        if digit % 2 == 0:
            even_count += 1
        else:
            odd_count += 1
    return (even_count, odd_count)","def even_odd_count(var_1):
    var_2 = str(abs(var_1))
    var_3 = 0
    var_4 = 0
    for var_5 in var_2:
        var_5 = int(var_5)
        if var_5 % 2 == 0:
            var_3 += 1
        else:
            var_4 += 1
    return (var_3, var_4)","module::left function_definition::left def even_odd_count parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = call::left str argument_list::left ( call::left abs argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_4 = 0 assignment::right expression_statement::right for_statement::left for var_5 in var_2 : block::left expression_statement::left assignment::left var_5 = call::left int argument_list::left ( var_5 ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if comparison_operator::left binary_operator::left var_5 % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left var_4 += 1 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return tuple::left ( var_3 , var_4 ) tuple::right return_statement::right block::right function_definition::right module::right",lm
83,"from typing import List


def remove_duplicates(numbers: List[int]) -> List[int]:
    seen = set()
    result = []

    for number in numbers:
        if number not in seen:
            seen.add(number)
            result.append(number)

    return result","from typing import List


def remove_duplicates(var_1: List[int]) -> List[int]:
    var_2 = set()
    var_3 = []

    for var_4 in var_1:
        if var_4 not in var_2:
            var_2.add(var_4)
            var_3.append(var_4)

    return var_3",module::left import_from_statement::left from dotted_name::left typing dotted_name::right import dotted_name::left List dotted_name::right import_from_statement::right function_definition::left def remove_duplicates parameters::left ( typed_parameter::left var_1 : type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right typed_parameter::right ) parameters::right -> type::left generic_type::left List type_parameter::left [ type::left int type::right ] type_parameter::right generic_type::right type::right : block::left expression_statement::left assignment::left var_2 = call::left set argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_4 in var_1 : block::left if_statement::left if comparison_operator::left var_4 not in var_2 comparison_operator::right : block::left expression_statement::left call::left attribute::left var_2 . add attribute::right argument_list::left ( var_4 ) argument_list::right call::right expression_statement::right expression_statement::left call::left attribute::left var_3 . append attribute::right argument_list::left ( var_4 ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right,lm
