idx,code,new_code,ast,label
10,"def remove_list_range(list1, leftrange, rigthrange):
   result = [i for i in list1 if (min(i)>=leftrange and max(i)<=rigthrange)]
   return result","def remove_list_range(var_1, var_2, var_3):
   var_4 = [i for i in var_1 if (min(i)>=var_2 and max(i)<=var_3)]
   return var_4","module::left function_definition::left def remove_list_range parameters::left ( var_1 , var_2 , var_3 ) parameters::right : block::left expression_statement::left assignment::left var_4 = list_comprehension::left [ i for_in_clause::left for i in var_1 for_in_clause::right if_clause::left if parenthesized_expression::left ( boolean_operator::left comparison_operator::left call::left min argument_list::left ( i ) argument_list::right call::right >= var_2 comparison_operator::right and comparison_operator::left call::left max argument_list::left ( i ) argument_list::right call::right <= var_3 comparison_operator::right boolean_operator::right ) parenthesized_expression::right if_clause::right ] list_comprehension::right assignment::right expression_statement::right return_statement::left return var_4 return_statement::right block::right function_definition::right module::right",human
11,"def findFirstDigit(n):
    if n >= 0:
        factorial = 1
        for i in range(2, n + 1):
            factorial *= i
        
        digit = str(factorial)
        firstDigit = digit[0]
        return firstDigit
    else:
        return -1","def findFirstDigit(var_1):
    if var_1 >= 0:
        var_2 = 1
        for var_3 in range(2, var_1 + 1):
            var_2 *= var_3
        
        var_4 = str(var_2)
        var_5 = var_4[0]
        return var_5
    else:
        return -1","module::left function_definition::left def findFirstDigit parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left var_1 >= 0 comparison_operator::right : block::left expression_statement::left assignment::left var_2 = 1 assignment::right expression_statement::right for_statement::left for var_3 in call::left range argument_list::left ( 2 , binary_operator::left var_1 + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left var_2 *= var_3 augmented_assignment::right expression_statement::right block::right for_statement::right expression_statement::left assignment::left var_4 = call::left str argument_list::left ( var_2 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_5 = subscript::left var_4 [ 0 ] subscript::right assignment::right expression_statement::right return_statement::left return var_5 return_statement::right block::right else_clause::left else : block::left return_statement::left return unary_operator::left - 1 unary_operator::right return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right",lm
12,"def polar_to_rect(polar):
    """"""Convert polar coordinates to rectangular coordinates.

    Args:
        polar: A tuple (r, theta) where r is the radius and theta is the angle in
            radians.

    Returns:
        A tuple (x, y) where x and y are the rectangular coordinates.
    """"""

    r, theta = polar
    x = r * math.cos(theta)
    y = r * math.sin(theta)
    return (x, y)","def polar_to_rect(var_1):
    """"""Convert polar coordinates to rectangular coordinates.

    Args:
        polar: A tuple (r, theta) where r is the radius and theta is the angle in
            radians.

    Returns:
        A tuple (x, y) where x and y are the rectangular coordinates.
    """"""

    var_2, var_3 = var_1
    var_4 = var_2 * math.cos(var_3)
    var_5 = var_2 * math.sin(var_3)
    return (var_4, var_5)","module::left function_definition::left def polar_to_rect parameters::left ( var_1 ) parameters::right : block::left expression_statement::left string::left """""" Convert polar coordinates to rectangular coordinates.

    Args:
        polar: A tuple (r, theta) where r is the radius and theta is the angle in
            radians.

    Returns:
        A tuple (x, y) where x and y are the rectangular coordinates.
     """""" string::right expression_statement::right expression_statement::left assignment::left pattern_list::left var_2 , var_3 pattern_list::right = var_1 assignment::right expression_statement::right expression_statement::left assignment::left var_4 = binary_operator::left var_2 * call::left attribute::left math . cos attribute::right argument_list::left ( var_3 ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left var_5 = binary_operator::left var_2 * call::left attribute::left math . sin attribute::right argument_list::left ( var_3 ) argument_list::right call::right binary_operator::right assignment::right expression_statement::right return_statement::left return tuple::left ( var_4 , var_5 ) tuple::right return_statement::right block::right function_definition::right module::right",lm
13,"def minSum(A, B, n):
	# Sort both arrays
	A.sort()
	B.sort()
	ans = 0

	for i in range(n):
		ans += abs(A[i] - B[i])

	return ans","def minSum(var_1, var_2, var_3):
	# Sort both arrays
	var_1.sort()
	var_2.sort()
	var_4 = 0

	for var_5 in range(var_3):
		var_4 += abs(var_1[var_5] - var_2[var_5])

	return var_4","module::left function_definition::left def minSum parameters::left ( var_1 , var_2 , var_3 ) parameters::right : # Sort both arrays block::left expression_statement::left call::left attribute::left var_1 . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right expression_statement::left call::left attribute::left var_2 . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right expression_statement::left assignment::left var_4 = 0 assignment::right expression_statement::right for_statement::left for var_5 in call::left range argument_list::left ( var_3 ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left var_4 += call::left abs argument_list::left ( binary_operator::left subscript::left var_1 [ var_5 ] subscript::right - subscript::left var_2 [ var_5 ] subscript::right binary_operator::right ) argument_list::right call::right augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return var_4 return_statement::right block::right function_definition::right module::right",lm
14,"def sum_of_even_factors(n):
    sum = 0
    for i in range(1, int(n ** 0.5) + 1):
        if n % i == 0:
            if i % 2 == 0:
                sum += i
            if n // i != i and (n // i) % 2 == 0:
                sum += n // i
    return sum","def sum_of_even_factors(var_1):
    var_2 = 0
    for var_3 in range(1, int(var_1 ** 0.5) + 1):
        if var_1 % var_3 == 0:
            if var_3 % 2 == 0:
                var_2 += var_3
            if var_1 // var_3 != var_3 and (var_1 // var_3) % 2 == 0:
                var_2 += var_1 // var_3
    return var_2","module::left function_definition::left def sum_of_even_factors parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = 0 assignment::right expression_statement::right for_statement::left for var_3 in call::left range argument_list::left ( 1 , binary_operator::left call::left int argument_list::left ( binary_operator::left var_1 ** 0.5 binary_operator::right ) argument_list::right call::right + 1 binary_operator::right ) argument_list::right call::right : block::left if_statement::left if comparison_operator::left binary_operator::left var_1 % var_3 binary_operator::right == 0 comparison_operator::right : block::left if_statement::left if comparison_operator::left binary_operator::left var_3 % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_2 += var_3 augmented_assignment::right expression_statement::right block::right if_statement::right if_statement::left if boolean_operator::left comparison_operator::left binary_operator::left var_1 // var_3 binary_operator::right != var_3 comparison_operator::right and comparison_operator::left binary_operator::left parenthesized_expression::left ( binary_operator::left var_1 // var_3 binary_operator::right ) parenthesized_expression::right % 2 binary_operator::right == 0 comparison_operator::right boolean_operator::right : block::left expression_statement::left augmented_assignment::left var_2 += binary_operator::left var_1 // var_3 binary_operator::right augmented_assignment::right expression_statement::right block::right if_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",lm
15,"def all_perms(s):
  if len(s) == 1:
    return [s]

  result = []

  for i in range(len(s)):
    for perm in all_perms(s[:i] + s[i+1:]):
      result.append(s[i] + perm)

  return result","def all_perms(var_1):
  if len(var_1) == 1:
    return [var_1]

  var_2 = []

  for var_3 in range(len(var_1)):
    for var_4 in all_perms(var_1[:var_3] + var_1[var_3+1:]):
      var_2.append(var_1[var_3] + var_4)

  return var_2",module::left function_definition::left def all_perms parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right == 1 comparison_operator::right : block::left return_statement::left return list::left [ var_1 ] list::right return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_3 in call::left range argument_list::left ( call::left len argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right : block::left for_statement::left for var_4 in call::left all_perms argument_list::left ( binary_operator::left subscript::left var_1 [ slice::left : var_3 slice::right ] subscript::right + subscript::left var_1 [ slice::left binary_operator::left var_3 + 1 binary_operator::right : slice::right ] subscript::right binary_operator::right ) argument_list::right call::right : block::left expression_statement::left call::left attribute::left var_2 . append attribute::right argument_list::left ( binary_operator::left subscript::left var_1 [ var_3 ] subscript::right + var_4 binary_operator::right ) argument_list::right call::right expression_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right,lm
16,"def merge_dict(d1,d2):
 d = d1.copy()
 d.update(d2)
 return d","def merge_dict(var_1,var_2):
 var_3 = var_1.copy()
 var_3.update(var_2)
 return var_3","module::left function_definition::left def merge_dict parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = call::left attribute::left var_1 . copy attribute::right argument_list::left ( ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left call::left attribute::left var_3 . update attribute::right argument_list::left ( var_2 ) argument_list::right call::right expression_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right",human
17,"def max_sum_pair_diff_lessthan_K(arr, N, K): 
	arr.sort() 
	dp = [0] * N 
	dp[0] = 0
	for i in range(1, N): 
		dp[i] = dp[i-1] 
		if (arr[i] - arr[i-1] < K): 
			if (i >= 2): 
				dp[i] = max(dp[i], dp[i-2] + arr[i] + arr[i-1]); 
			else: 
				dp[i] = max(dp[i], arr[i] + arr[i-1]); 
	return dp[N - 1]","def max_sum_pair_diff_lessthan_K(var_1, var_2, var_3): 
	var_1.sort() 
	var_4 = [0] * var_2 
	var_4[0] = 0
	for var_5 in range(1, var_2): 
		var_4[var_5] = var_4[var_5-1] 
		if (var_1[var_5] - var_1[var_5-1] < var_3): 
			if (var_5 >= 2): 
				var_4[var_5] = max(var_4[var_5], var_4[var_5-2] + var_1[var_5] + var_1[var_5-1]); 
			else: 
				var_4[var_5] = max(var_4[var_5], var_1[var_5] + var_1[var_5-1]); 
	return var_4[var_2 - 1]","module::left function_definition::left def max_sum_pair_diff_lessthan_K parameters::left ( var_1 , var_2 , var_3 ) parameters::right : block::left expression_statement::left call::left attribute::left var_1 . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right expression_statement::left assignment::left var_4 = binary_operator::left list::left [ 0 ] list::right * var_2 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left subscript::left var_4 [ 0 ] subscript::right = 0 assignment::right expression_statement::right for_statement::left for var_5 in call::left range argument_list::left ( 1 , var_2 ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left var_4 [ var_5 ] subscript::right = subscript::left var_4 [ binary_operator::left var_5 - 1 binary_operator::right ] subscript::right assignment::right expression_statement::right if_statement::left if parenthesized_expression::left ( comparison_operator::left binary_operator::left subscript::left var_1 [ var_5 ] subscript::right - subscript::left var_1 [ binary_operator::left var_5 - 1 binary_operator::right ] subscript::right binary_operator::right < var_3 comparison_operator::right ) parenthesized_expression::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left var_5 >= 2 comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left assignment::left subscript::left var_4 [ var_5 ] subscript::right = call::left max argument_list::left ( subscript::left var_4 [ var_5 ] subscript::right , binary_operator::left binary_operator::left subscript::left var_4 [ binary_operator::left var_5 - 2 binary_operator::right ] subscript::right + subscript::left var_1 [ var_5 ] subscript::right binary_operator::right + subscript::left var_1 [ binary_operator::left var_5 - 1 binary_operator::right ] subscript::right binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right ; block::right else_clause::left else : block::left expression_statement::left assignment::left subscript::left var_4 [ var_5 ] subscript::right = call::left max argument_list::left ( subscript::left var_4 [ var_5 ] subscript::right , binary_operator::left subscript::left var_1 [ var_5 ] subscript::right + subscript::left var_1 [ binary_operator::left var_5 - 1 binary_operator::right ] subscript::right binary_operator::right ) argument_list::right call::right assignment::right expression_statement::right ; block::right else_clause::right if_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return subscript::left var_4 [ binary_operator::left var_2 - 1 binary_operator::right ] subscript::right return_statement::right block::right function_definition::right module::right",human
18,"def remove_odd(l):
    for i in l:
        if i % 2 != 0:
            l.remove(i)
    return l","def remove_odd(var_1):
    for var_2 in var_1:
        if var_2 % 2 != 0:
            var_1.remove(var_2)
    return var_1",module::left function_definition::left def remove_odd parameters::left ( var_1 ) parameters::right : block::left for_statement::left for var_2 in var_1 : block::left if_statement::left if comparison_operator::left binary_operator::left var_2 % 2 binary_operator::right != 0 comparison_operator::right : block::left expression_statement::left call::left attribute::left var_1 . remove attribute::right argument_list::left ( var_2 ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_1 return_statement::right block::right function_definition::right module::right,human
19,"def group_keyvalue(l):
    result = {}
    for k, v in l:
         result.setdefault(k, []).append(v)
    return result","def group_keyvalue(var_1):
    var_2 = {}
    for var_3, var_4 in var_1:
         var_2.setdefault(var_3, []).append(var_4)
    return var_2","module::left function_definition::left def group_keyvalue parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = dictionary::left { } dictionary::right assignment::right expression_statement::right for_statement::left for pattern_list::left var_3 , var_4 pattern_list::right in var_1 : block::left expression_statement::left call::left attribute::left call::left attribute::left var_2 . setdefault attribute::right argument_list::left ( var_3 , list::left [ ] list::right ) argument_list::right call::right . append attribute::right argument_list::left ( var_4 ) argument_list::right call::right expression_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",human
20,"def sum_column(list1, C):
    result = sum(row[C] for row in list1)
    return result","def sum_column(var_1, var_2):
    var_3 = sum(row[var_2] for row in var_1)
    return var_3","module::left function_definition::left def sum_column parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = call::left sum generator_expression::left ( subscript::left row [ var_2 ] subscript::right for_in_clause::left for row in var_1 for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right",human
21,"def mutiple_tuple(nums):
    temp = list(nums)
    product = 1 
    for x in temp:
        product *= x
    return product","def mutiple_tuple(var_1):
    var_2 = list(var_1)
    var_3 = 1 
    for var_4 in var_2:
        var_3 *= var_4
    return var_3",module::left function_definition::left def mutiple_tuple parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = call::left list argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 1 assignment::right expression_statement::right for_statement::left for var_4 in var_2 : block::left expression_statement::left augmented_assignment::left var_3 *= var_4 augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right,human
