idx,code,new_code,ast,label
10,"import re

def find_sequences(text):
    pattern = r""\b[a-z]+(_[a-z]+)+\b""
    return re.findall(pattern, text)","import re

def find_sequences(var_1):
    var_2 = r""\b[a-z]+(_[a-z]+)+\b""
    return re.findall(var_2, var_1)","module::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right function_definition::left def find_sequences parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = string::left r"" \b[a-z]+(_[a-z]+)+\b "" string::right assignment::right expression_statement::right return_statement::left return call::left attribute::left re . findall attribute::right argument_list::left ( var_2 , var_1 ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
11,"import re
def remove_spaces(text):
 return (re.sub(' +',' ',text))","import re
def remove_spaces(var_1):
 return (re.sub(' +',' ',var_1))","module::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right function_definition::left def remove_spaces parameters::left ( var_1 ) parameters::right : block::left return_statement::left return parenthesized_expression::left ( call::left attribute::left re . sub attribute::right argument_list::left ( string::left '  + ' string::right , string::left '   ' string::right , var_1 ) argument_list::right call::right ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
12,"def pos_nos(list1):
  for num in list1: 
    if num >= 0: 
       return num ","def pos_nos(var_1):
  for var_2 in var_1: 
    if var_2 >= 0: 
       return var_2 ",module::left function_definition::left def pos_nos parameters::left ( var_1 ) parameters::right : block::left for_statement::left for var_2 in var_1 : block::left if_statement::left if comparison_operator::left var_2 >= 0 comparison_operator::right : block::left return_statement::left return var_2 return_statement::right block::right if_statement::right block::right for_statement::right block::right function_definition::right module::right,human
13,"import cmath
def polar_rect(x,y):
 cn = complex(x,y)
 cn=cmath.polar(cn)
 cn1 = cmath.rect(2, cmath.pi)
 return (cn,cn1)","import cmath
def polar_rect(var_1,var_2):
 var_3 = complex(var_1,var_2)
 var_3=cmath.polar(var_3)
 var_4 = cmath.rect(2, cmath.pi)
 return (var_3,var_4)","module::left import_statement::left import dotted_name::left cmath dotted_name::right import_statement::right function_definition::left def polar_rect parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = call::left complex argument_list::left ( var_1 , var_2 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = call::left attribute::left cmath . polar attribute::right argument_list::left ( var_3 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_4 = call::left attribute::left cmath . rect attribute::right argument_list::left ( 2 , attribute::left cmath . pi attribute::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return tuple::left ( var_3 , var_4 ) tuple::right return_statement::right block::right function_definition::right module::right",human
14,"def find(n,m):  
    q = n//m 
    return (q)","def find(var_1,var_2):  
    var_3 = var_1//var_2 
    return (var_3)","module::left function_definition::left def find parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = binary_operator::left var_1 // var_2 binary_operator::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( var_3 ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
15,"def is_decimal(num):
    import re
    dnumre = re.compile(r""""""^[0-9]+(\.[0-9]{1,2})?$"""""")
    result = dnumre.search(num)
    return bool(result)","def is_decimal(var_1):
    import re
    var_2 = re.compile(r""""""^[0-9]+(\.[0-9]{1,2})?$"""""")
    var_3 = var_2.search(var_1)
    return bool(var_3)","module::left function_definition::left def is_decimal parameters::left ( var_1 ) parameters::right : block::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right expression_statement::left assignment::left var_2 = call::left attribute::left re . compile attribute::right argument_list::left ( string::left r"""""" ^[0-9]+(\.[0-9]{1,2})?$ """""" string::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = call::left attribute::left var_2 . search attribute::right argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return call::left bool argument_list::left ( var_3 ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",human
16,"def pair_elements(tuple_data):
    result = {}
    for pair in tuple_data:
        for element in pair:
            other_elements = set(pair) - {element}
            if element in result:
                result[element].update(other_elements)
            else:
                result[element] = other_elements
    return result","def pair_elements(var_1):
    var_2 = {}
    for var_3 in var_1:
        for var_4 in var_3:
            var_5 = set(var_3) - {var_4}
            if var_4 in var_2:
                var_2[var_4].update(var_5)
            else:
                var_2[var_4] = var_5
    return var_2",module::left function_definition::left def pair_elements parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = dictionary::left { } dictionary::right assignment::right expression_statement::right for_statement::left for var_3 in var_1 : block::left for_statement::left for var_4 in var_3 : block::left expression_statement::left assignment::left var_5 = binary_operator::left call::left set argument_list::left ( var_3 ) argument_list::right call::right - set::left { var_4 } set::right binary_operator::right assignment::right expression_statement::right if_statement::left if comparison_operator::left var_4 in var_2 comparison_operator::right : block::left expression_statement::left call::left attribute::left subscript::left var_2 [ var_4 ] subscript::right . update attribute::right argument_list::left ( var_5 ) argument_list::right call::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left assignment::left subscript::left var_2 [ var_4 ] subscript::right = var_5 assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right,lm
17,"def find_directrix(a, b, c):
    # Directrix of a parabola y = ax^2 + bx + c is y = -d
    # where d = 1/4a (focus-directrix definition) and vertex form is y = a(x-h)^2 + k
    # Vertex (h, k) where h = -b/2a and k = c - (b^2 - 4ac)/4a
    d = 1 / (4 * a)
    return -d","def find_directrix(var_1, var_2, var_3):
    # Directrix of a parabola y = ax^2 + bx + c is y = -d
    # where d = 1/4a (focus-directrix definition) and vertex form is y = a(x-h)^2 + k
    # Vertex (h, k) where h = -b/2a and k = c - (b^2 - 4ac)/4a
    var_4 = 1 / (4 * var_1)
    return -var_4","module::left function_definition::left def find_directrix parameters::left ( var_1 , var_2 , var_3 ) parameters::right : # Directrix of a parabola y = ax^2 + bx + c is y = -d # where d = 1/4a (focus-directrix definition) and vertex form is y = a(x-h)^2 + k # Vertex (h, k) where h = -b/2a and k = c - (b^2 - 4ac)/4a block::left expression_statement::left assignment::left var_4 = binary_operator::left 1 / parenthesized_expression::left ( binary_operator::left 4 * var_1 binary_operator::right ) parenthesized_expression::right binary_operator::right assignment::right expression_statement::right return_statement::left return unary_operator::left - var_4 unary_operator::right return_statement::right block::right function_definition::right module::right",lm
18,"def count_With_Odd_SetBits(n): 
    if (n % 2 != 0): 
        return (n + 1) / 2
    count = bin(n).count('1') 
    ans = n / 2
    if (count % 2 != 0): 
        ans += 1
    return ans ","def count_With_Odd_SetBits(var_1): 
    if (var_1 % 2 != 0): 
        return (var_1 + 1) / 2
    var_2 = bin(var_1).var_2('1') 
    var_3 = var_1 / 2
    if (var_2 % 2 != 0): 
        var_3 += 1
    return var_3 ",module::left function_definition::left def count_With_Odd_SetBits parameters::left ( var_1 ) parameters::right : block::left if_statement::left if parenthesized_expression::left ( comparison_operator::left binary_operator::left var_1 % 2 binary_operator::right != 0 comparison_operator::right ) parenthesized_expression::right : block::left return_statement::left return binary_operator::left parenthesized_expression::left ( binary_operator::left var_1 + 1 binary_operator::right ) parenthesized_expression::right / 2 binary_operator::right return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = call::left attribute::left call::left bin argument_list::left ( var_1 ) argument_list::right call::right . var_2 attribute::right argument_list::left ( string::left ' 1 ' string::right ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = binary_operator::left var_1 / 2 binary_operator::right assignment::right expression_statement::right if_statement::left if parenthesized_expression::left ( comparison_operator::left binary_operator::left var_2 % 2 binary_operator::right != 0 comparison_operator::right ) parenthesized_expression::right : block::left expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right block::right if_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right,human
19,"def minCost(cost, m, n):
    dp = [[0 for x in range(n+1)] for x in range(m+1)]
    dp[0][0] = cost[0][0]

    for i in range(1, m+1):
        dp[i][0] = dp[i-1][0] + cost[i][0]

    for j in range(1, n+1):
        dp[0][j] = dp[0][j-1] + cost[0][j]

    for i in range(1, m+1):
        for j in range(1, n+1):
            dp[i][j] = min(dp[i-1][j-1], dp[i-1][j], dp[i][j-1]) + cost[i][j]

    return dp[m][n]","def minCost(var_1, var_2, var_3):
    var_4 = [[0 for x in range(var_3+1)] for x in range(var_2+1)]
    var_4[0][0] = var_1[0][0]

    for var_5 in range(1, var_2+1):
        var_4[var_5][0] = var_4[var_5-1][0] + var_1[var_5][0]

    for var_6 in range(1, var_3+1):
        var_4[0][var_6] = var_4[0][var_6-1] + var_1[0][var_6]

    for var_5 in range(1, var_2+1):
        for var_6 in range(1, var_3+1):
            var_4[var_5][var_6] = min(var_4[var_5-1][var_6-1], var_4[var_5-1][var_6], var_4[var_5][var_6-1]) + var_1[var_5][var_6]

    return var_4[var_2][var_3]","module::left function_definition::left def minCost parameters::left ( var_1 , var_2 , var_3 ) parameters::right : block::left expression_statement::left assignment::left var_4 = list_comprehension::left [ list_comprehension::left [ 0 for_in_clause::left for x in call::left range argument_list::left ( binary_operator::left var_3 + 1 binary_operator::right ) argument_list::right call::right for_in_clause::right ] list_comprehension::right for_in_clause::left for x in call::left range argument_list::left ( binary_operator::left var_2 + 1 binary_operator::right ) argument_list::right call::right for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right expression_statement::left assignment::left subscript::left subscript::left var_4 [ 0 ] subscript::right [ 0 ] subscript::right = subscript::left subscript::left var_1 [ 0 ] subscript::right [ 0 ] subscript::right assignment::right expression_statement::right for_statement::left for var_5 in call::left range argument_list::left ( 1 , binary_operator::left var_2 + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left var_4 [ var_5 ] subscript::right [ 0 ] subscript::right = binary_operator::left subscript::left subscript::left var_4 [ binary_operator::left var_5 - 1 binary_operator::right ] subscript::right [ 0 ] subscript::right + subscript::left subscript::left var_1 [ var_5 ] subscript::right [ 0 ] subscript::right binary_operator::right assignment::right expression_statement::right block::right for_statement::right for_statement::left for var_6 in call::left range argument_list::left ( 1 , binary_operator::left var_3 + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left var_4 [ 0 ] subscript::right [ var_6 ] subscript::right = binary_operator::left subscript::left subscript::left var_4 [ 0 ] subscript::right [ binary_operator::left var_6 - 1 binary_operator::right ] subscript::right + subscript::left subscript::left var_1 [ 0 ] subscript::right [ var_6 ] subscript::right binary_operator::right assignment::right expression_statement::right block::right for_statement::right for_statement::left for var_5 in call::left range argument_list::left ( 1 , binary_operator::left var_2 + 1 binary_operator::right ) argument_list::right call::right : block::left for_statement::left for var_6 in call::left range argument_list::left ( 1 , binary_operator::left var_3 + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left var_4 [ var_5 ] subscript::right [ var_6 ] subscript::right = binary_operator::left call::left min argument_list::left ( subscript::left subscript::left var_4 [ binary_operator::left var_5 - 1 binary_operator::right ] subscript::right [ binary_operator::left var_6 - 1 binary_operator::right ] subscript::right , subscript::left subscript::left var_4 [ binary_operator::left var_5 - 1 binary_operator::right ] subscript::right [ var_6 ] subscript::right , subscript::left subscript::left var_4 [ var_5 ] subscript::right [ binary_operator::left var_6 - 1 binary_operator::right ] subscript::right ) argument_list::right call::right + subscript::left subscript::left var_1 [ var_5 ] subscript::right [ var_6 ] subscript::right binary_operator::right assignment::right expression_statement::right block::right for_statement::right block::right for_statement::right return_statement::left return subscript::left subscript::left var_4 [ var_2 ] subscript::right [ var_3 ] subscript::right return_statement::right block::right function_definition::right module::right",lm
20,"def modulo_tuples(tuple1, tuple2):
    return tuple(a % b for a, b in zip(tuple1, tuple2))","def modulo_tuples(var_1, var_2):
    return tuple(var_3 % var_4 for var_3, var_4 in zip(var_1, var_2))","module::left function_definition::left def modulo_tuples parameters::left ( var_1 , var_2 ) parameters::right : block::left return_statement::left return call::left tuple generator_expression::left ( binary_operator::left var_3 % var_4 binary_operator::right for_in_clause::left for pattern_list::left var_3 , var_4 pattern_list::right in call::left zip argument_list::left ( var_1 , var_2 ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right return_statement::right block::right function_definition::right module::right",lm
21,"def len_log(list1):
    max=len(list1[0])
    for i in list1:
        if len(i)>max:
            max=len(i)
    return max","def len_log(var_1):
    var_2=len(var_1[0])
    for var_3 in var_1:
        if len(var_3)>var_2:
            var_2=len(var_3)
    return var_2",module::left function_definition::left def len_log parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = call::left len argument_list::left ( subscript::left var_1 [ 0 ] subscript::right ) argument_list::right call::right assignment::right expression_statement::right for_statement::left for var_3 in var_1 : block::left if_statement::left if comparison_operator::left call::left len argument_list::left ( var_3 ) argument_list::right call::right > var_2 comparison_operator::right : block::left expression_statement::left assignment::left var_2 = call::left len argument_list::left ( var_3 ) argument_list::right call::right assignment::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right,human
22,"def validate_gregorian_date(year, month, day):
    try:
        from datetime import datetime
        datetime(year, month, day)
        return True
    except ValueError:
        return False","def validate_gregorian_date(var_1, var_2, var_3):
    try:
        from datetime import datetime
        datetime(var_1, var_2, var_3)
        return True
    except ValueError:
        return False","module::left function_definition::left def validate_gregorian_date parameters::left ( var_1 , var_2 , var_3 ) parameters::right : block::left try_statement::left try : block::left import_from_statement::left from dotted_name::left datetime dotted_name::right import dotted_name::left datetime dotted_name::right import_from_statement::right expression_statement::left call::left datetime argument_list::left ( var_1 , var_2 , var_3 ) argument_list::right call::right expression_statement::right return_statement::left return True return_statement::right block::right except_clause::left except ValueError : block::left return_statement::left return False return_statement::right block::right except_clause::right try_statement::right block::right function_definition::right module::right",lm
23,"def nth_star_number(n):
    return 6 * n * (n - 1) + 1","def nth_star_number(var_1):
    return 6 * var_1 * (var_1 - 1) + 1",module::left function_definition::left def nth_star_number parameters::left ( var_1 ) parameters::right : block::left return_statement::left return binary_operator::left binary_operator::left binary_operator::left 6 * var_1 binary_operator::right * parenthesized_expression::left ( binary_operator::left var_1 - 1 binary_operator::right ) parenthesized_expression::right binary_operator::right + 1 binary_operator::right return_statement::right block::right function_definition::right module::right,lm
24,"import re
def end_num(string):
    text = re.compile(r"".*[0-9]$"")
    if text.match(string):
        return True
    else:
        return False","import re
def end_num(var_1):
    var_2 = re.compile(r"".*[0-9]$"")
    if var_2.match(var_1):
        return True
    else:
        return False","module::left import_statement::left import dotted_name::left re dotted_name::right import_statement::right function_definition::left def end_num parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = call::left attribute::left re . compile attribute::right argument_list::left ( string::left r"" .*[0-9]$ "" string::right ) argument_list::right call::right assignment::right expression_statement::right if_statement::left if call::left attribute::left var_2 . match attribute::right argument_list::left ( var_1 ) argument_list::right call::right : block::left return_statement::left return True return_statement::right block::right else_clause::left else : block::left return_statement::left return False return_statement::right block::right else_clause::right if_statement::right block::right function_definition::right module::right",human
25,"def bitwise_xor(test_tup1, test_tup2):
  res = tuple(ele1 ^ ele2 for ele1, ele2 in zip(test_tup1, test_tup2))
  return (res) ","def bitwise_xor(var_1, var_2):
  var_3 = tuple(var_4 ^ var_5 for var_4, var_5 in zip(var_1, var_2))
  return (var_3) ","module::left function_definition::left def bitwise_xor parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = call::left tuple generator_expression::left ( binary_operator::left var_4 ^ var_5 binary_operator::right for_in_clause::left for pattern_list::left var_4 , var_5 pattern_list::right in call::left zip argument_list::left ( var_1 , var_2 ) argument_list::right call::right for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right return_statement::left return parenthesized_expression::left ( var_3 ) parenthesized_expression::right return_statement::right block::right function_definition::right module::right",human
26,"def find_length(string, n): 
	current_sum = 0
	max_sum = 0
	for i in range(n): 
		current_sum += (1 if string[i] == '0' else -1) 
		if current_sum < 0: 
			current_sum = 0
		max_sum = max(current_sum, max_sum) 
	return max_sum if max_sum else 0","def find_length(var_1, var_2): 
	var_3 = 0
	var_4 = 0
	for var_5 in range(var_2): 
		var_3 += (1 if var_1[var_5] == '0' else -1) 
		if var_3 < 0: 
			var_3 = 0
		var_4 = max(var_3, var_4) 
	return var_4 if var_4 else 0","module::left function_definition::left def find_length parameters::left ( var_1 , var_2 ) parameters::right : block::left expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_4 = 0 assignment::right expression_statement::right for_statement::left for var_5 in call::left range argument_list::left ( var_2 ) argument_list::right call::right : block::left expression_statement::left augmented_assignment::left var_3 += parenthesized_expression::left ( conditional_expression::left 1 if comparison_operator::left subscript::left var_1 [ var_5 ] subscript::right == string::left ' 0 ' string::right comparison_operator::right else unary_operator::left - 1 unary_operator::right conditional_expression::right ) parenthesized_expression::right augmented_assignment::right expression_statement::right if_statement::left if comparison_operator::left var_3 < 0 comparison_operator::right : block::left expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right block::right if_statement::right expression_statement::left assignment::left var_4 = call::left max argument_list::left ( var_3 , var_4 ) argument_list::right call::right assignment::right expression_statement::right block::right for_statement::right return_statement::left return conditional_expression::left var_4 if var_4 else 0 conditional_expression::right return_statement::right block::right function_definition::right module::right",human
