idx,code,new_code,ast,label
10,"def check_decimal_precision(decimal):
    if isinstance(decimal, float):
        return round(decimal, 2) == decimal
    return False","def check_decimal_precision(var_1):
    if isinstance(var_1, float):
        return round(var_1, 2) == var_1
    return False","module::left function_definition::left def check_decimal_precision parameters::left ( var_1 ) parameters::right : block::left if_statement::left if call::left isinstance argument_list::left ( var_1 , float ) argument_list::right call::right : block::left return_statement::left return comparison_operator::left call::left round argument_list::left ( var_1 , 2 ) argument_list::right call::right == var_1 comparison_operator::right return_statement::right block::right if_statement::right return_statement::left return False return_statement::right block::right function_definition::right module::right",lm
11,"def binary_tuple_to_integer(binary_tuple):
    binary_string = """".join(str(bit) for bit in binary_tuple)
    return int(binary_string, 2)","def binary_tuple_to_integer(var_1):
    var_2 = """".join(str(bit) for bit in var_1)
    return int(var_2, 2)","module::left function_definition::left def binary_tuple_to_integer parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = call::left attribute::left string::left "" "" string::right . join attribute::right generator_expression::left ( call::left str argument_list::left ( bit ) argument_list::right call::right for_in_clause::left for bit in var_1 for_in_clause::right ) generator_expression::right call::right assignment::right expression_statement::right return_statement::left return call::left int argument_list::left ( var_2 , 2 ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
12,"def int_to_roman(num):
    roman_numerals = {
        1000: ""M"",
        900: ""CM"",
        500: ""D"",
        400: ""CD"",
        100: ""C"",
        90: ""XC"",
        50: ""L"",
        40: ""XL"",
        10: ""X"",
        9: ""IX"",
        5: ""V"",
        4: ""IV"",
        1: ""I""
    }
    roman_string = """"
    for value, symbol in roman_numerals.items():
        while num >= value:
            roman_string += symbol
            num -= value
    return roman_string","def int_to_roman(var_1):
    var_2 = {
        1000: ""M"",
        900: ""CM"",
        500: ""D"",
        400: ""CD"",
        100: ""C"",
        90: ""XC"",
        50: ""L"",
        40: ""XL"",
        10: ""X"",
        9: ""IX"",
        5: ""V"",
        4: ""IV"",
        1: ""I""
    }
    var_3 = """"
    for var_4, var_5 in var_2.items():
        while var_1 >= var_4:
            var_3 += var_5
            var_1 -= var_4
    return var_3","module::left function_definition::left def int_to_roman parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = dictionary::left { pair::left 1000 : string::left "" M "" string::right pair::right , pair::left 900 : string::left "" CM "" string::right pair::right , pair::left 500 : string::left "" D "" string::right pair::right , pair::left 400 : string::left "" CD "" string::right pair::right , pair::left 100 : string::left "" C "" string::right pair::right , pair::left 90 : string::left "" XC "" string::right pair::right , pair::left 50 : string::left "" L "" string::right pair::right , pair::left 40 : string::left "" XL "" string::right pair::right , pair::left 10 : string::left "" X "" string::right pair::right , pair::left 9 : string::left "" IX "" string::right pair::right , pair::left 5 : string::left "" V "" string::right pair::right , pair::left 4 : string::left "" IV "" string::right pair::right , pair::left 1 : string::left "" I "" string::right pair::right } dictionary::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = string::left "" "" string::right assignment::right expression_statement::right for_statement::left for pattern_list::left var_4 , var_5 pattern_list::right in call::left attribute::left var_2 . items attribute::right argument_list::left ( ) argument_list::right call::right : block::left while_statement::left while comparison_operator::left var_1 >= var_4 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_3 += var_5 augmented_assignment::right expression_statement::right expression_statement::left augmented_assignment::left var_1 -= var_4 augmented_assignment::right expression_statement::right block::right while_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right",lm
13,"def find_product(list):
    """"""
    Find the product of first even and odd numbers in a given list.

    Args:
    list (list): The input list of numbers.

    Returns:
    int: The product of the first even and odd numbers.
    """"""
    even_product = 1
    odd_product = 1

    for num in list:
        if num % 2 == 0:
            even_product *= num
        else:
            odd_product *= num
    
    return even_product * odd_product","def find_product(var_1):
    """"""
    Find the product of first even and odd numbers in a given list.

    Args:
    list (list): The input list of numbers.

    Returns:
    int: The product of the first even and odd numbers.
    """"""
    var_2 = 1
    var_3 = 1

    for var_4 in var_1:
        if var_4 % 2 == 0:
            var_2 *= var_4
        else:
            var_3 *= var_4
    
    return var_2 * var_3","module::left function_definition::left def find_product parameters::left ( var_1 ) parameters::right : block::left expression_statement::left string::left """""" 
    Find the product of first even and odd numbers in a given list.

    Args:
    list (list): The input list of numbers.

    Returns:
    int: The product of the first even and odd numbers.
     """""" string::right expression_statement::right expression_statement::left assignment::left var_2 = 1 assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 1 assignment::right expression_statement::right for_statement::left for var_4 in var_1 : block::left if_statement::left if comparison_operator::left binary_operator::left var_4 % 2 binary_operator::right == 0 comparison_operator::right : block::left expression_statement::left augmented_assignment::left var_2 *= var_4 augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left augmented_assignment::left var_3 *= var_4 augmented_assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right return_statement::left return binary_operator::left var_2 * var_3 binary_operator::right return_statement::right block::right function_definition::right module::right",lm
14,"def ascii_value_string(str1):
  for i in range(len(str1)):
   return ord(str1[i])","def ascii_value_string(var_1):
  for var_2 in range(len(var_1)):
   return ord(var_1[var_2])",module::left function_definition::left def ascii_value_string parameters::left ( var_1 ) parameters::right : block::left for_statement::left for var_2 in call::left range argument_list::left ( call::left len argument_list::left ( var_1 ) argument_list::right call::right ) argument_list::right call::right : block::left return_statement::left return call::left ord argument_list::left ( subscript::left var_1 [ var_2 ] subscript::right ) argument_list::right call::right return_statement::right block::right for_statement::right block::right function_definition::right module::right,human
15,"def is_subset(array1, array2):
    return set(array1).issubset(set(array2))","def is_subset(var_1, var_2):
    return set(var_1).issubset(set(var_2))","module::left function_definition::left def is_subset parameters::left ( var_1 , var_2 ) parameters::right : block::left return_statement::left return call::left attribute::left call::left set argument_list::left ( var_1 ) argument_list::right call::right . issubset attribute::right argument_list::left ( call::left set argument_list::left ( var_2 ) argument_list::right call::right ) argument_list::right call::right return_statement::right block::right function_definition::right module::right",lm
16,"def find_median(a, b, c):
    numbers = [a, b, c]
    numbers.sort()
    return numbers[1]","def find_median(var_1, var_2, var_3):
    var_4 = [var_1, var_2, var_3]
    var_4.sort()
    return var_4[1]","module::left function_definition::left def find_median parameters::left ( var_1 , var_2 , var_3 ) parameters::right : block::left expression_statement::left assignment::left var_4 = list::left [ var_1 , var_2 , var_3 ] list::right assignment::right expression_statement::right expression_statement::left call::left attribute::left var_4 . sort attribute::right argument_list::left ( ) argument_list::right call::right expression_statement::right return_statement::left return subscript::left var_4 [ 1 ] subscript::right return_statement::right block::right function_definition::right module::right",lm
17,"def volume_cube(l):
  volume = l * l * l
  return volume","def volume_cube(var_1):
  var_2 = var_1 * var_1 * var_1
  return var_2",module::left function_definition::left def volume_cube parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = binary_operator::left binary_operator::left var_1 * var_1 binary_operator::right * var_1 binary_operator::right assignment::right expression_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right,human
18,"def count_most_common_character(string):
    char_count = {}
    for char in string:
        if char in char_count:
            char_count[char] += 1
        else:
            char_count[char] = 1
    most_common_char = max(char_count, key=char_count.get)
    return most_common_char","def count_most_common_character(var_1):
    var_2 = {}
    for var_3 in var_1:
        if var_3 in var_2:
            var_2[var_3] += 1
        else:
            var_2[var_3] = 1
    var_4 = max(var_2, key=var_2.get)
    return var_4","module::left function_definition::left def count_most_common_character parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = dictionary::left { } dictionary::right assignment::right expression_statement::right for_statement::left for var_3 in var_1 : block::left if_statement::left if comparison_operator::left var_3 in var_2 comparison_operator::right : block::left expression_statement::left augmented_assignment::left subscript::left var_2 [ var_3 ] subscript::right += 1 augmented_assignment::right expression_statement::right block::right else_clause::left else : block::left expression_statement::left assignment::left subscript::left var_2 [ var_3 ] subscript::right = 1 assignment::right expression_statement::right block::right else_clause::right if_statement::right block::right for_statement::right expression_statement::left assignment::left var_4 = call::left max argument_list::left ( var_2 , keyword_argument::left key = attribute::left var_2 . get attribute::right keyword_argument::right ) argument_list::right call::right assignment::right expression_statement::right return_statement::left return var_4 return_statement::right block::right function_definition::right module::right",lm
19,"def mutiple_tuple(nums):
    temp = list(nums)
    product = 1 
    for x in temp:
        product *= x
    return product","def mutiple_tuple(var_1):
    var_2 = list(var_1)
    var_3 = 1 
    for var_4 in var_2:
        var_3 *= var_4
    return var_3",module::left function_definition::left def mutiple_tuple parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = call::left list argument_list::left ( var_1 ) argument_list::right call::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 1 assignment::right expression_statement::right for_statement::left for var_4 in var_2 : block::left expression_statement::left augmented_assignment::left var_3 *= var_4 augmented_assignment::right expression_statement::right block::right for_statement::right return_statement::left return var_3 return_statement::right block::right function_definition::right module::right,human
20,"from itertools import combinations
def sub_lists(my_list):
	subs = []
	for i in range(0, len(my_list)+1):
	  temp = [list(x) for x in combinations(my_list, i)]
	  if len(temp)>0:
	    subs.extend(temp)
	return subs","from itertools import combinations
def sub_lists(var_1):
	var_2 = []
	for var_3 in range(0, len(var_1)+1):
	  var_4 = [list(x) for x in combinations(var_1, var_3)]
	  if len(var_4)>0:
	    var_2.extend(var_4)
	return var_2","module::left import_from_statement::left from dotted_name::left itertools dotted_name::right import dotted_name::left combinations dotted_name::right import_from_statement::right function_definition::left def sub_lists parameters::left ( var_1 ) parameters::right : block::left expression_statement::left assignment::left var_2 = list::left [ ] list::right assignment::right expression_statement::right for_statement::left for var_3 in call::left range argument_list::left ( 0 , binary_operator::left call::left len argument_list::left ( var_1 ) argument_list::right call::right + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left var_4 = list_comprehension::left [ call::left list argument_list::left ( x ) argument_list::right call::right for_in_clause::left for x in call::left combinations argument_list::left ( var_1 , var_3 ) argument_list::right call::right for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right if_statement::left if comparison_operator::left call::left len argument_list::left ( var_4 ) argument_list::right call::right > 0 comparison_operator::right : block::left expression_statement::left call::left attribute::left var_2 . extend attribute::right argument_list::left ( var_4 ) argument_list::right call::right expression_statement::right block::right if_statement::right block::right for_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",human
21,"def generate_matrix(n):
        if n<=0:
            return [] 
        matrix=[row[:] for row in [[0]*n]*n]        
        row_st=0
        row_ed=n-1        
        col_st=0
        col_ed=n-1
        current=1        
        while (True):
            if current>n*n:
                break
            for c in range (col_st, col_ed+1):
                matrix[row_st][c]=current
                current+=1
            row_st+=1
            for r in range (row_st, row_ed+1):
                matrix[r][col_ed]=current
                current+=1
            col_ed-=1
            for c in range (col_ed, col_st-1, -1):
                matrix[row_ed][c]=current
                current+=1
            row_ed-=1
            for r in range (row_ed, row_st-1, -1):
                matrix[r][col_st]=current
                current+=1
            col_st+=1
        return matrix","def generate_matrix(var_1):
        if var_1<=0:
            return [] 
        var_2=[row[:] for row in [[0]*var_1]*var_1]        
        var_3=0
        var_4=var_1-1        
        var_5=0
        var_6=var_1-1
        var_7=1        
        while (True):
            if var_7>var_1*var_1:
                break
            for var_8 in range (var_5, var_6+1):
                var_2[var_3][var_8]=var_7
                var_7+=1
            var_3+=1
            for var_9 in range (var_3, var_4+1):
                var_2[var_9][var_6]=var_7
                var_7+=1
            var_6-=1
            for var_8 in range (var_6, var_5-1, -1):
                var_2[var_4][var_8]=var_7
                var_7+=1
            var_4-=1
            for var_9 in range (var_4, var_3-1, -1):
                var_2[var_9][var_5]=var_7
                var_7+=1
            var_5+=1
        return var_2","module::left function_definition::left def generate_matrix parameters::left ( var_1 ) parameters::right : block::left if_statement::left if comparison_operator::left var_1 <= 0 comparison_operator::right : block::left return_statement::left return list::left [ ] list::right return_statement::right block::right if_statement::right expression_statement::left assignment::left var_2 = list_comprehension::left [ subscript::left row [ slice::left : slice::right ] subscript::right for_in_clause::left for row in binary_operator::left list::left [ binary_operator::left list::left [ 0 ] list::right * var_1 binary_operator::right ] list::right * var_1 binary_operator::right for_in_clause::right ] list_comprehension::right assignment::right expression_statement::right expression_statement::left assignment::left var_3 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_4 = binary_operator::left var_1 - 1 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left var_5 = 0 assignment::right expression_statement::right expression_statement::left assignment::left var_6 = binary_operator::left var_1 - 1 binary_operator::right assignment::right expression_statement::right expression_statement::left assignment::left var_7 = 1 assignment::right expression_statement::right while_statement::left while parenthesized_expression::left ( True ) parenthesized_expression::right : block::left if_statement::left if comparison_operator::left var_7 > binary_operator::left var_1 * var_1 binary_operator::right comparison_operator::right : block::left break_statement::left break break_statement::right block::right if_statement::right for_statement::left for var_8 in call::left range argument_list::left ( var_5 , binary_operator::left var_6 + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left var_2 [ var_3 ] subscript::right [ var_8 ] subscript::right = var_7 assignment::right expression_statement::right expression_statement::left augmented_assignment::left var_7 += 1 augmented_assignment::right expression_statement::right block::right for_statement::right expression_statement::left augmented_assignment::left var_3 += 1 augmented_assignment::right expression_statement::right for_statement::left for var_9 in call::left range argument_list::left ( var_3 , binary_operator::left var_4 + 1 binary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left var_2 [ var_9 ] subscript::right [ var_6 ] subscript::right = var_7 assignment::right expression_statement::right expression_statement::left augmented_assignment::left var_7 += 1 augmented_assignment::right expression_statement::right block::right for_statement::right expression_statement::left augmented_assignment::left var_6 -= 1 augmented_assignment::right expression_statement::right for_statement::left for var_8 in call::left range argument_list::left ( var_6 , binary_operator::left var_5 - 1 binary_operator::right , unary_operator::left - 1 unary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left var_2 [ var_4 ] subscript::right [ var_8 ] subscript::right = var_7 assignment::right expression_statement::right expression_statement::left augmented_assignment::left var_7 += 1 augmented_assignment::right expression_statement::right block::right for_statement::right expression_statement::left augmented_assignment::left var_4 -= 1 augmented_assignment::right expression_statement::right for_statement::left for var_9 in call::left range argument_list::left ( var_4 , binary_operator::left var_3 - 1 binary_operator::right , unary_operator::left - 1 unary_operator::right ) argument_list::right call::right : block::left expression_statement::left assignment::left subscript::left subscript::left var_2 [ var_9 ] subscript::right [ var_5 ] subscript::right = var_7 assignment::right expression_statement::right expression_statement::left augmented_assignment::left var_7 += 1 augmented_assignment::right expression_statement::right block::right for_statement::right expression_statement::left augmented_assignment::left var_5 += 1 augmented_assignment::right expression_statement::right block::right while_statement::right return_statement::left return var_2 return_statement::right block::right function_definition::right module::right",human
