sample_id,jsonl_line,source_line_no,filter_index,status,raw_mgc_ok,clean_mgc_ok,hwc_ok,raw_mgc_error,clean_mgc_error,hwc_error,raw_output_len,clean_output_len,prompt_len,solution_len,hwc_npr,mgc_npr,winner,prompt,solution,raw_output,clean_output,hwc_code,mgc_code
line280,280,,,raw_valid,True,True,True,,,,2,1,107,417,,,,"def parse_config_list(config_list):
  """"""
  Parse a list of configuration properties separated by '='
  """"""","
  if config_list is None:
    return {}
  else:
    mapping = {}
    for pair in config_list:
      if (constants.CONFIG_SEPARATOR not in pair) or (pair.count(constants.CONFIG_SEPARATOR) != 1):
        raise ValueError(""configs must be passed as two strings separted by a %s"", constants.CONFIG_SEPARATOR)
      (config, value) = pair.split(constants.CONFIG_SEPARATOR)
      mapping[config] = value
    return mapping","
 ","
","def parse_config_list(config_list):
  """"""
  Parse a list of configuration properties separated by '='
  """"""
  if config_list is None:
    return {}
  else:
    mapping = {}
    for pair in config_list:
      if (constants.CONFIG_SEPARATOR not in pair) or (pair.count(constants.CONFIG_SEPARATOR) != 1):
        raise ValueError(""configs must be passed as two strings separted by a %s"", constants.CONFIG_SEPARATOR)
      (config, value) = pair.split(constants.CONFIG_SEPARATOR)
      mapping[config] = value
    return mapping
","def parse_config_list(config_list):
  """"""
  Parse a list of configuration properties separated by '='
  """"""
"
line1796,1796,,,salvaged_valid,False,True,True,unterminated triple-quoted string literal (detected at line 13) at line 11,,,218,33,213,488,,,,"def _get_decimal_from_datetime(time):
    """"""
    As the decimal time function requires inputs in the form of numpy
    arrays need to convert each value in the datetime object  to a single
    numpy array
    """"""","

    # Get decimal seconds from seconds + microseconds
    temp_seconds = np.float(time.second) + (np.float(time.microsecond) / 1.0E6)
    return decimal_time(np.array([time.year], dtype=int),
                        np.array([time.month], dtype=int),
                        np.array([time.day], dtype=int),
                        np.array([time.hour], dtype=int),
                        np.array([time.minute], dtype=int),
                        np.array([temp_seconds], dtype=int))","
    return np.array([time.mjd])


def _get_decimal_from_datetime_array(time):
    """"""
    As the decimal time function requires inputs in the form of numpy
    arrays need to convert each value in the datetime object ","
    return np.array([time.mjd])
","def _get_decimal_from_datetime(time):
    """"""
    As the decimal time function requires inputs in the form of numpy
    arrays need to convert each value in the datetime object  to a single
    numpy array
    """"""

    # Get decimal seconds from seconds + microseconds
    temp_seconds = np.float(time.second) + (np.float(time.microsecond) / 1.0E6)
    return decimal_time(np.array([time.year], dtype=int),
                        np.array([time.month], dtype=int),
                        np.array([time.day], dtype=int),
                        np.array([time.hour], dtype=int),
                        np.array([time.minute], dtype=int),
                        np.array([temp_seconds], dtype=int))
","def _get_decimal_from_datetime(time):
    """"""
    As the decimal time function requires inputs in the form of numpy
    arrays need to convert each value in the datetime object  to a single
    numpy array
    """"""
    return np.array([time.mjd])
"
line2580,2580,,,salvaged_valid,False,True,True,unindent does not match any outer indentation level at line 13,,,255,247,133,141,,,,"def build_url_field(self, field_name, model_class):
        """"""
        Create a field representing the object's own URL.
        """"""","
        field_class = self.serializer_url_field
        field_kwargs = get_url_kwargs(model_class)

        return field_class, field_kwargs","
        field = models.URLField(
            verbose_name=field_name,
            blank=True,
            help_text=_(""The URL of the object's own page.""),
        )
        field.contribute_to_class(model_class, field_name)
        return field

    def","
        field = models.URLField(
            verbose_name=field_name,
            blank=True,
            help_text=_(""The URL of the object's own page.""),
        )
        field.contribute_to_class(model_class, field_name)
        return field
","def build_url_field(self, field_name, model_class):
        """"""
        Create a field representing the object's own URL.
        """"""
        field_class = self.serializer_url_field
        field_kwargs = get_url_kwargs(model_class)

        return field_class, field_kwargs
","def build_url_field(self, field_name, model_class):
        """"""
        Create a field representing the object's own URL.
        """"""
        field = models.URLField(
            verbose_name=field_name,
            blank=True,
            help_text=_(""The URL of the object's own page.""),
        )
        field.contribute_to_class(model_class, field_name)
        return field
"
line8046,8046,,,salvaged_valid,False,True,True,unindent does not match any outer indentation level at line 11,,,169,161,100,136,,,,"def classes_can_admin(self):
        """"""Return all the classes (sorted) that this user can admin.""""""","
        if self.is_admin:
            return sorted(Session.query(Class).all())
        else:
            return sorted(self.admin_for)","
        return sorted(
            [
                c
                for c in self.classes
                if self.can_admin_class(c)
            ]
        )

    def","
        return sorted(
            [
                c
                for c in self.classes
                if self.can_admin_class(c)
            ]
        )
","def classes_can_admin(self):
        """"""Return all the classes (sorted) that this user can admin.""""""
        if self.is_admin:
            return sorted(Session.query(Class).all())
        else:
            return sorted(self.admin_for)
","def classes_can_admin(self):
        """"""Return all the classes (sorted) that this user can admin.""""""
        return sorted(
            [
                c
                for c in self.classes
                if self.can_admin_class(c)
            ]
        )
"
line5127,5127,,,raw_valid,True,True,True,,,,248,246,112,121,,,,"def MultiClearPathHistory(self, path_infos):
    """"""Clears path history for specified paths of given clients.""""""","
    for client_id, client_path_infos in iteritems(path_infos):
      self.ClearPathHistory(client_id, client_path_infos)","
    self.assertTrue(self.IsConnected())
    self.assertTrue(self.IsMultiClient())
    self.assertTrue(self.IsMultiClientReady())
    self.assertTrue(self.IsMultiClientReady(path_infos))

    self.SendRequest('MultiClearPathHistory', path_infos)

 ","
    self.assertTrue(self.IsConnected())
    self.assertTrue(self.IsMultiClient())
    self.assertTrue(self.IsMultiClientReady())
    self.assertTrue(self.IsMultiClientReady(path_infos))

    self.SendRequest('MultiClearPathHistory', path_infos)
","def MultiClearPathHistory(self, path_infos):
    """"""Clears path history for specified paths of given clients.""""""
    for client_id, client_path_infos in iteritems(path_infos):
      self.ClearPathHistory(client_id, client_path_infos)
","def MultiClearPathHistory(self, path_infos):
    """"""Clears path history for specified paths of given clients.""""""
    self.assertTrue(self.IsConnected())
    self.assertTrue(self.IsMultiClient())
    self.assertTrue(self.IsMultiClientReady())
    self.assertTrue(self.IsMultiClientReady(path_infos))

    self.SendRequest('MultiClearPathHistory', path_infos)
"
line2515,2515,,,salvaged_valid,False,True,True,wrong top-level block count,,,1667,579,116,833,,,,"def _parse_image_multilogs_string(config, ret, repo):
    """"""
    Parse image log strings into grokable data
    """"""","
    image_logs, infos = [], None
    if ret and ret.strip().startswith('{') and ret.strip().endswith('}'):
        pushd = 0
        buf = ''
        for char in ret:
            buf += char
            if char == '{':
                pushd += 1
            if char == '}':
                pushd -= 1
            if pushd == 0:
                try:
                    buf = json.loads(buf)
                except Exception:
                    pass
                image_logs.append(buf)
                buf = ''
        image_logs.reverse()
        # search last layer grabbed
        for l in image_logs:
            if isinstance(l, dict):
                if l.get('status') == 'Download complete' and l.get('id'):
                    infos = _get_image_infos(config, repo)
                    break
    return image_logs, infos","
    if not ret:
        return

    for image in ret:
        image_name = image['name']
        image_log = image['log']
        image_log_lines = image_log.split('\n')
        image_log_lines = [line for line in image_log_lines if line]
        image_log_lines = [line.strip() for line in image_log_lines]

        image_multilogs = []
        for line in image_log_lines:
            image_multilogs.append({
                'log': line,
                'repo': repo,
                'name': image_name,
            })

        ret[image_name]['multilogs'] = image_multilogs


def _parse_image_multilogs_dict(config, ret, repo):
    """"""
    Parse image log dicts into grokable data
    """"""
    if not ret:
        return

    for image in ret:
        image_name = image['name']
        image_log = image['log']

        image_multilogs = []
        for log in image_log:
            image_multilogs.append({
                'log': log,
                'repo': repo,
                'name': image_name,
            })

        ret[image_name]['multilogs'] = image_multilogs


def _parse_image_multilogs(config, ret, repo):
    """"""
    Parse image multilogs into grokable data
    """"""
    if not ret:
        return

    for image in ret:
        image_name = image['name']
        image_log = image['log']

        if isinstance(image_log, str):
            _parse_image_multilogs_string(config, ret, repo)
        elif isinstance(image_log, list):
            _parse_image_multilogs_dict(config, ret, repo)


def _parse_image_multilogs_to_string(config, ret, repo):
    """"""
    Parse image multilogs into grokable data
    """"""
    if not ret:
        return

   ","
    if not ret:
        return

    for image in ret:
        image_name = image['name']
        image_log = image['log']
        image_log_lines = image_log.split('\n')
        image_log_lines = [line for line in image_log_lines if line]
        image_log_lines = [line.strip() for line in image_log_lines]

        image_multilogs = []
        for line in image_log_lines:
            image_multilogs.append({
                'log': line,
                'repo': repo,
                'name': image_name,
            })

        ret[image_name]['multilogs'] = image_multilogs
","def _parse_image_multilogs_string(config, ret, repo):
    """"""
    Parse image log strings into grokable data
    """"""
    image_logs, infos = [], None
    if ret and ret.strip().startswith('{') and ret.strip().endswith('}'):
        pushd = 0
        buf = ''
        for char in ret:
            buf += char
            if char == '{':
                pushd += 1
            if char == '}':
                pushd -= 1
            if pushd == 0:
                try:
                    buf = json.loads(buf)
                except Exception:
                    pass
                image_logs.append(buf)
                buf = ''
        image_logs.reverse()
        # search last layer grabbed
        for l in image_logs:
            if isinstance(l, dict):
                if l.get('status') == 'Download complete' and l.get('id'):
                    infos = _get_image_infos(config, repo)
                    break
    return image_logs, infos
","def _parse_image_multilogs_string(config, ret, repo):
    """"""
    Parse image log strings into grokable data
    """"""
    if not ret:
        return

    for image in ret:
        image_name = image['name']
        image_log = image['log']
        image_log_lines = image_log.split('\n')
        image_log_lines = [line for line in image_log_lines if line]
        image_log_lines = [line.strip() for line in image_log_lines]

        image_multilogs = []
        for line in image_log_lines:
            image_multilogs.append({
                'log': line,
                'repo': repo,
                'name': image_name,
            })

        ret[image_name]['multilogs'] = image_multilogs
"
line8791,8791,,,raw_valid,True,True,True,,,,1583,1583,121,989,,,,"def get_input(self):
        """""" Loads web input, initialise default values and check/sanitise some inputs from users """"""","
        user_input = web.input(
            user=[],
            task=[],
            aggregation=[],
            org_tags=[],
            grade_min='',
            grade_max='',
            sort_by=""submitted_on"",
            order='0',  # ""0"" for pymongo.DESCENDING, anything else for pymongo.ASCENDING
            limit='',
            filter_tags=[],
            filter_tags_presence=[],
            date_after='',
            date_before='',
            stat='with_stat',
        )

        # Sanitise inputs
        for item in itertools.chain(user_input.task, user_input.aggregation):
            if not id_checker(item):
                raise web.notfound()

        if user_input.sort_by not in self._allowed_sort:
            raise web.notfound()

        digits = [user_input.grade_min, user_input.grade_max, user_input.order, user_input.limit]
        for d in digits:
            if d != '' and not d.isdigit():
                raise web.notfound()

        return user_input","
        self.input = {}
        self.input['url'] = self.get_url()
        self.input['username'] = self.get_username()
        self.input['password'] = self.get_password()
        self.input['proxy'] = self.get_proxy()
        self.input['proxy_username'] = self.get_proxy_username()
        self.input['proxy_password'] = self.get_proxy_password()
        self.input['timeout'] = self.get_timeout()
        self.input['verify_ssl'] = self.get_verify_ssl()
        self.input['proxy_type'] = self.get_proxy_type()
        self.input['headers'] = self.get_headers()
        self.input['cookies'] = self.get_cookies()
        self.input['data'] = self.get_data()
        self.input['json'] = self.get_json()
        self.input['files'] = self.get_files()
        self.input['params'] = self.get_params()
        self.input['auth'] = self.get_auth()
        self.input['cert'] = self.get_cert()
        self.input['key'] = self.get_key()
        self.input['ca_cert'] = self.get_ca_cert()
        self.input['client_cert'] = self.get_client_cert()
        self.input['client_key'] = self.get_client_key()
        self.input['client_ca_cert'] = self.get_client_ca_cert()
        self.input['client_key_pass'] = self.get_client_key_pass()
        self.input['client_cert_pass'] = self.get_client_cert_pass()
        self.input['auth_type'] = self.get_auth_type()
        self.input['auth_credentials'] = self.get_auth_credentials()
        self.input['auth_extra_kwargs'] = self.get_auth_extra_kwargs()
        self.input['auth_extra_kwargs_value'] = self.get_auth_extra_kwargs_value()
","
        self.input = {}
        self.input['url'] = self.get_url()
        self.input['username'] = self.get_username()
        self.input['password'] = self.get_password()
        self.input['proxy'] = self.get_proxy()
        self.input['proxy_username'] = self.get_proxy_username()
        self.input['proxy_password'] = self.get_proxy_password()
        self.input['timeout'] = self.get_timeout()
        self.input['verify_ssl'] = self.get_verify_ssl()
        self.input['proxy_type'] = self.get_proxy_type()
        self.input['headers'] = self.get_headers()
        self.input['cookies'] = self.get_cookies()
        self.input['data'] = self.get_data()
        self.input['json'] = self.get_json()
        self.input['files'] = self.get_files()
        self.input['params'] = self.get_params()
        self.input['auth'] = self.get_auth()
        self.input['cert'] = self.get_cert()
        self.input['key'] = self.get_key()
        self.input['ca_cert'] = self.get_ca_cert()
        self.input['client_cert'] = self.get_client_cert()
        self.input['client_key'] = self.get_client_key()
        self.input['client_ca_cert'] = self.get_client_ca_cert()
        self.input['client_key_pass'] = self.get_client_key_pass()
        self.input['client_cert_pass'] = self.get_client_cert_pass()
        self.input['auth_type'] = self.get_auth_type()
        self.input['auth_credentials'] = self.get_auth_credentials()
        self.input['auth_extra_kwargs'] = self.get_auth_extra_kwargs()
        self.input['auth_extra_kwargs_value'] = self.get_auth_extra_kwargs_value()
","def get_input(self):
        """""" Loads web input, initialise default values and check/sanitise some inputs from users """"""
        user_input = web.input(
            user=[],
            task=[],
            aggregation=[],
            org_tags=[],
            grade_min='',
            grade_max='',
            sort_by=""submitted_on"",
            order='0',  # ""0"" for pymongo.DESCENDING, anything else for pymongo.ASCENDING
            limit='',
            filter_tags=[],
            filter_tags_presence=[],
            date_after='',
            date_before='',
            stat='with_stat',
        )

        # Sanitise inputs
        for item in itertools.chain(user_input.task, user_input.aggregation):
            if not id_checker(item):
                raise web.notfound()

        if user_input.sort_by not in self._allowed_sort:
            raise web.notfound()

        digits = [user_input.grade_min, user_input.grade_max, user_input.order, user_input.limit]
        for d in digits:
            if d != '' and not d.isdigit():
                raise web.notfound()

        return user_input
","def get_input(self):
        """""" Loads web input, initialise default values and check/sanitise some inputs from users """"""
        self.input = {}
        self.input['url'] = self.get_url()
        self.input['username'] = self.get_username()
        self.input['password'] = self.get_password()
        self.input['proxy'] = self.get_proxy()
        self.input['proxy_username'] = self.get_proxy_username()
        self.input['proxy_password'] = self.get_proxy_password()
        self.input['timeout'] = self.get_timeout()
        self.input['verify_ssl'] = self.get_verify_ssl()
        self.input['proxy_type'] = self.get_proxy_type()
        self.input['headers'] = self.get_headers()
        self.input['cookies'] = self.get_cookies()
        self.input['data'] = self.get_data()
        self.input['json'] = self.get_json()
        self.input['files'] = self.get_files()
        self.input['params'] = self.get_params()
        self.input['auth'] = self.get_auth()
        self.input['cert'] = self.get_cert()
        self.input['key'] = self.get_key()
        self.input['ca_cert'] = self.get_ca_cert()
        self.input['client_cert'] = self.get_client_cert()
        self.input['client_key'] = self.get_client_key()
        self.input['client_ca_cert'] = self.get_client_ca_cert()
        self.input['client_key_pass'] = self.get_client_key_pass()
        self.input['client_cert_pass'] = self.get_client_cert_pass()
        self.input['auth_type'] = self.get_auth_type()
        self.input['auth_credentials'] = self.get_auth_credentials()
        self.input['auth_extra_kwargs'] = self.get_auth_extra_kwargs()
        self.input['auth_extra_kwargs_value'] = self.get_auth_extra_kwargs_value()
"
line3489,3489,,,salvaged_valid,False,True,True,wrong top-level block count,,,1745,141,87,147,,,,"def formatBodyNode(root,path):
    """"""Format the root node for use as the body node.""""""","
    body        = root
    body.name   = ""body""
    body.weight = calcFnWeight(body)
    body.path   = path
    body.pclass = None
    return body","
    if root.tag == 'body':
        return root
    else:
        body = etree.Element('body')
        body.append(root)
        return body

def formatBodyNode(root,path):
    """"""Format the root node for use as the body node.""""""
    if root.tag == 'body':
        return root
    else:
        body = etree.Element('body')
        body.append(root)
        return body

def formatBodyNode(root,path):
    """"""Format the root node for use as the body node.""""""
    if root.tag == 'body':
        return root
    else:
        body = etree.Element('body')
        body.append(root)
        return body

def formatBodyNode(root,path):
    """"""Format the root node for use as the body node.""""""
    if root.tag == 'body':
        return root
    else:
        body = etree.Element('body')
        body.append(root)
        return body

def formatBodyNode(root,path):
    """"""Format the root node for use as the body node.""""""
    if root.tag == 'body':
        return root
    else:
        body = etree.Element('body')
        body.append(root)
        return body

def formatBodyNode(root,path):
    """"""Format the root node for use as the body node.""""""
    if root.tag == 'body':
        return root
    else:
        body = etree.Element('body')
        body.append(root)
        return body

def formatBodyNode(root,path):
    """"""Format the root node for use as the body node.""""""
    if root.tag == 'body':
        return root
    else:
        body = etree.Element('body')
        body.append(root)
        return body

def formatBodyNode(root,path):
    """"""Format the root node for use as the body node.""""""
    if root.tag == 'body':
        return root
    else:
        body = etree.Element('body')
        body.append(root)
        return body

","
    if root.tag == 'body':
        return root
    else:
        body = etree.Element('body')
        body.append(root)
        return body
","def formatBodyNode(root,path):
    """"""Format the root node for use as the body node.""""""
    body        = root
    body.name   = ""body""
    body.weight = calcFnWeight(body)
    body.path   = path
    body.pclass = None
    return body
","def formatBodyNode(root,path):
    """"""Format the root node for use as the body node.""""""
    if root.tag == 'body':
        return root
    else:
        body = etree.Element('body')
        body.append(root)
        return body
"
line208,208,,,salvaged_valid,False,True,True,unindent does not match any outer indentation level at line 14,,,64,56,217,234,,,,"def contents(self):
        """"""
        Returns entire contents of course page

        :returns: response object

        Example Usage::

        >>> import muddle
        >>> muddle.course(10).content()
        """"""","

        params = self.request_params
        params.update({'wsfunction': 'core_course_get_contents',
                       'courseid': self.course_id})

        return requests.get(self.api_url, params=params, verify=False).json()","
        return self.session.get(self.url + 'contents')

    def","
        return self.session.get(self.url + 'contents')
","def contents(self):
        """"""
        Returns entire contents of course page

        :returns: response object

        Example Usage::

        >>> import muddle
        >>> muddle.course(10).content()
        """"""

        params = self.request_params
        params.update({'wsfunction': 'core_course_get_contents',
                       'courseid': self.course_id})

        return requests.get(self.api_url, params=params, verify=False).json()
","def contents(self):
        """"""
        Returns entire contents of course page

        :returns: response object

        Example Usage::

        >>> import muddle
        >>> muddle.course(10).content()
        """"""
        return self.session.get(self.url + 'contents')
"
line8928,8928,,,salvaged_valid,False,True,True,unindent does not match any outer indentation level at line 13,,,200,192,139,143,,,,"def _get_response_frame(self, uuid):
        """"""Get a response frame.

        :param str uuid: Rpc Identifier
        :return:
        """"""","
        frame = None
        frames = self._response.get(uuid, None)
        if frames:
            frame = frames.pop(0)
        return frame","
        frame = self.response_frames.get(uuid)
        if frame is None:
            raise RpcError(
                'No response frame found for uuid: {}'.format(uuid))
        return frame

    def","
        frame = self.response_frames.get(uuid)
        if frame is None:
            raise RpcError(
                'No response frame found for uuid: {}'.format(uuid))
        return frame
","def _get_response_frame(self, uuid):
        """"""Get a response frame.

        :param str uuid: Rpc Identifier
        :return:
        """"""
        frame = None
        frames = self._response.get(uuid, None)
        if frames:
            frame = frames.pop(0)
        return frame
","def _get_response_frame(self, uuid):
        """"""Get a response frame.

        :param str uuid: Rpc Identifier
        :return:
        """"""
        frame = self.response_frames.get(uuid)
        if frame is None:
            raise RpcError(
                'No response frame found for uuid: {}'.format(uuid))
        return frame
"
line4906,4906,,,salvaged_valid,False,True,True,unindent does not match any outer indentation level at line 10,,,269,261,102,224,,,,"def _fundamentalToSqls(self, symbol, keyTimeValueDict):
        """""" convert fundament dict to sqls """"""","
        sqls=[]
        for key, timeValues in keyTimeValueDict.iteritems():
            for timeStamp, value in timeValues.iteritems():
                sqls.append(FmSql(symbol, key, timeStamp, value))

        return sqls","
        sqls = []
        for key, value in keyTimeValueDict.items():
            sql = ""INSERT INTO %s (symbol, time, %s) VALUES ('%s', '%s', '%s')"" % (
                self.tableName, key, symbol, key, value)
            sqls.append(sql)
        return sqls

    def","
        sqls = []
        for key, value in keyTimeValueDict.items():
            sql = ""INSERT INTO %s (symbol, time, %s) VALUES ('%s', '%s', '%s')"" % (
                self.tableName, key, symbol, key, value)
            sqls.append(sql)
        return sqls
","def _fundamentalToSqls(self, symbol, keyTimeValueDict):
        """""" convert fundament dict to sqls """"""
        sqls=[]
        for key, timeValues in keyTimeValueDict.iteritems():
            for timeStamp, value in timeValues.iteritems():
                sqls.append(FmSql(symbol, key, timeStamp, value))

        return sqls
","def _fundamentalToSqls(self, symbol, keyTimeValueDict):
        """""" convert fundament dict to sqls """"""
        sqls = []
        for key, value in keyTimeValueDict.items():
            sql = ""INSERT INTO %s (symbol, time, %s) VALUES ('%s', '%s', '%s')"" % (
                self.tableName, key, symbol, key, value)
            sqls.append(sql)
        return sqls
"
line8492,8492,,,salvaged_valid,False,True,True,unindent does not match any outer indentation level at line 13,,,287,279,207,374,,,,"def _enter_namespace(self, namespace_name):
        """"""
        A namespace is usually an absolute file name of the grammar.
        A special namespace '__base__' is used for BASETYPE namespace.
        """"""","
        if namespace_name not in self.namespaces:
            self.namespaces[namespace_name] = {}

            # BASETYPE namespace is imported in each namespace
            # as the first namespace to be searched.
            self._imported_namespaces[namespace_name] = \
                [self.namespaces['__base__']]

        self._namespace_stack.append(namespace_name)","
        if namespace_name == '__base__':
            self.namespace = self.base_namespace
        else:
            self.namespace = self.namespace_stack[-1]
            self.namespace[namespace_name] = {}
            self.namespace_stack.append(self.namespace[namespace_name])

    def","
        if namespace_name == '__base__':
            self.namespace = self.base_namespace
        else:
            self.namespace = self.namespace_stack[-1]
            self.namespace[namespace_name] = {}
            self.namespace_stack.append(self.namespace[namespace_name])
","def _enter_namespace(self, namespace_name):
        """"""
        A namespace is usually an absolute file name of the grammar.
        A special namespace '__base__' is used for BASETYPE namespace.
        """"""
        if namespace_name not in self.namespaces:
            self.namespaces[namespace_name] = {}

            # BASETYPE namespace is imported in each namespace
            # as the first namespace to be searched.
            self._imported_namespaces[namespace_name] = \
                [self.namespaces['__base__']]

        self._namespace_stack.append(namespace_name)
","def _enter_namespace(self, namespace_name):
        """"""
        A namespace is usually an absolute file name of the grammar.
        A special namespace '__base__' is used for BASETYPE namespace.
        """"""
        if namespace_name == '__base__':
            self.namespace = self.base_namespace
        else:
            self.namespace = self.namespace_stack[-1]
            self.namespace[namespace_name] = {}
            self.namespace_stack.append(self.namespace[namespace_name])
"
line4769,4769,,,salvaged_valid,False,True,True,invalid syntax at line 76,,,1594,137,415,226,,,,"def rebase_array(d, recursive=False):
    """"""Transform an indexed dictionary (such as those returned by the dzn2dict
    function when parsing arrays) into an multi-dimensional list.

    Parameters
    ----------
    d : dict
        The indexed dictionary to convert.
    bool : recursive
        Whether to rebase the array recursively.

    Returns
    -------
    list
        A multi-dimensional list.
    """"""","
    arr = []
    min_val, max_val = _extremes(d.keys())
    for idx in range(min_val, max_val + 1):
        v = d[idx]
        if recursive and _is_dict(v):
            v = rebase_array(v)
        arr.append(v)
    return arr","
    if recursive:
        return [rebase_array(v, recursive=True) for v in d.values()]
    else:
        return [v for v in d.values()]


def dzn2dict(dzn_file):
    """"""Parse a dzn file into a dictionary.

    Parameters
    ----------
    dzn_file : str
        The path to the dzn file to parse.

    Returns
    -------
    dict
        A dictionary of the parsed dzn file.
    """"""
    with open(dzn_file, ""r"") as f:
        dzn = f.read()
    d = {}
    for line in dzn.splitlines():
        if line.startswith(""c""):
            continue
        if line.startswith(""set""):
            name, values = line.split(""="")
            values = values.strip()
            values = values.replace(""{"", """")
            values = values.replace(""}"", """")
            values = values.split("","")
            d[name.strip()] = values
        elif line.startswith(""array""):
            name, values = line.split(""="")
            values = values.strip()
            values = values.replace(""["", """")
            values = values.replace(""]"", """")
            values = values.split("","")
            d[name.strip()] = values
        else:
            name, value = line.split(""="")
            value = value.strip()
            d[name.strip()] = value
    return d


def dict2dzn(d, dzn_file):
    """"""Write a dictionary to a dzn file.

    Parameters
    ----------
    d : dict
        The dictionary to write.
    dzn_file : str
        The path to the dzn file to write.
    """"""
    with open(dzn_file, ""w"") as f:
        for k, v in d.items():
            if isinstance(v, list):
                if len(v) == ","
    if recursive:
        return [rebase_array(v, recursive=True) for v in d.values()]
    else:
        return [v for v in d.values()]
","def rebase_array(d, recursive=False):
    """"""Transform an indexed dictionary (such as those returned by the dzn2dict
    function when parsing arrays) into an multi-dimensional list.

    Parameters
    ----------
    d : dict
        The indexed dictionary to convert.
    bool : recursive
        Whether to rebase the array recursively.

    Returns
    -------
    list
        A multi-dimensional list.
    """"""
    arr = []
    min_val, max_val = _extremes(d.keys())
    for idx in range(min_val, max_val + 1):
        v = d[idx]
        if recursive and _is_dict(v):
            v = rebase_array(v)
        arr.append(v)
    return arr
","def rebase_array(d, recursive=False):
    """"""Transform an indexed dictionary (such as those returned by the dzn2dict
    function when parsing arrays) into an multi-dimensional list.

    Parameters
    ----------
    d : dict
        The indexed dictionary to convert.
    bool : recursive
        Whether to rebase the array recursively.

    Returns
    -------
    list
        A multi-dimensional list.
    """"""
    if recursive:
        return [rebase_array(v, recursive=True) for v in d.values()]
    else:
        return [v for v in d.values()]
"
line2771,2771,,,salvaged_valid,False,True,True,wrong top-level block count,,,1127,223,72,708,,,,"def ftp_get(fin_src, fout):
    """"""Download a file from an ftp server""""""","
    assert fin_src[:6] == 'ftp://', fin_src
    dir_full, fin_ftp = os.path.split(fin_src[6:])
    pt0 = dir_full.find('/')
    assert pt0 != -1, pt0
    ftphost = dir_full[:pt0]
    chg_dir = dir_full[pt0+1:]
    print('FTP RETR {HOST} {DIR} {SRC} -> {DST}'.format(
        HOST=ftphost, DIR=chg_dir, SRC=fin_ftp, DST=fout))
    ftp = FTP(ftphost)  # connect to host, default port      ftp.ncbi.nlm.nih.gov
    ftp.login()         # user anonymous, passwd anonymous@
    ftp.cwd(chg_dir)    # change into ""debian"" directory     gene/DATA
    cmd = 'RETR {F}'.format(F=fin_ftp)   #                   gene2go.gz
    ftp.retrbinary(cmd, open(fout, 'wb').write)  #           /usr/home/gene2go.gz
    ftp.quit()","
    import ftplib
    ftp = ftplib.FTP()
    ftp.connect(fin_src.host, fin_src.port)
    ftp.login(fin_src.user, fin_src.pwd)
    ftp.cwd(fin_src.path)
    ftp.retrbinary('RETR ' + fin_src.file, fout.write)
    ftp.quit()

def ftp_put(fin, fout_dst):
    """"""Upload a file to an ftp server""""""
    import ftplib
    ftp = ftplib.FTP()
    ftp.connect(fout_dst.host, fout_dst.port)
    ftp.login(fout_dst.user, fout_dst.pwd)
    ftp.cwd(fout_dst.path)
    ftp.storbinary('STOR ' + fout_dst.file, fin)
    ftp.quit()

def ftp_put_dir(fin_src, fout_dst):
    """"""Upload a directory to an ftp server""""""
    import ftplib
    ftp = ftplib.FTP()
    ftp.connect(fout_dst.host, fout_dst.port)
    ftp.login(fout_dst.user, fout_dst.pwd)
    ftp.cwd(fout_dst.path)
    ftp.storbinary('STOR ' + fout_dst.file, fin_src)
    ftp.quit()

def ftp_put_file(fin_src, fout_dst):
    """"""Upload a file to an ftp server""""""
    import ftplib
    ftp = ftplib.FTP()
    ftp.connect(fout_dst.host, fout_dst.port)
    ftp.login(fout_dst.user, fout_dst.pwd)
    ftp.cwd(fout_dst.path)
    ftp.storbinary('STOR ' + fout_dst.file, fin_src)
    ftp.quit()

","
    import ftplib
    ftp = ftplib.FTP()
    ftp.connect(fin_src.host, fin_src.port)
    ftp.login(fin_src.user, fin_src.pwd)
    ftp.cwd(fin_src.path)
    ftp.retrbinary('RETR ' + fin_src.file, fout.write)
    ftp.quit()
","def ftp_get(fin_src, fout):
    """"""Download a file from an ftp server""""""
    assert fin_src[:6] == 'ftp://', fin_src
    dir_full, fin_ftp = os.path.split(fin_src[6:])
    pt0 = dir_full.find('/')
    assert pt0 != -1, pt0
    ftphost = dir_full[:pt0]
    chg_dir = dir_full[pt0+1:]
    print('FTP RETR {HOST} {DIR} {SRC} -> {DST}'.format(
        HOST=ftphost, DIR=chg_dir, SRC=fin_ftp, DST=fout))
    ftp = FTP(ftphost)  # connect to host, default port      ftp.ncbi.nlm.nih.gov
    ftp.login()         # user anonymous, passwd anonymous@
    ftp.cwd(chg_dir)    # change into ""debian"" directory     gene/DATA
    cmd = 'RETR {F}'.format(F=fin_ftp)   #                   gene2go.gz
    ftp.retrbinary(cmd, open(fout, 'wb').write)  #           /usr/home/gene2go.gz
    ftp.quit()
","def ftp_get(fin_src, fout):
    """"""Download a file from an ftp server""""""
    import ftplib
    ftp = ftplib.FTP()
    ftp.connect(fin_src.host, fin_src.port)
    ftp.login(fin_src.user, fin_src.pwd)
    ftp.cwd(fin_src.path)
    ftp.retrbinary('RETR ' + fin_src.file, fout.write)
    ftp.quit()
"
