sample_id,jsonl_line,source_line_no,filter_index,status,raw_mgc_ok,clean_mgc_ok,hwc_ok,raw_mgc_error,clean_mgc_error,hwc_error,raw_output_len,clean_output_len,prompt_len,solution_len,hwc_npr,mgc_npr,winner,prompt,solution,raw_output,clean_output,hwc_code,mgc_code
line2224,2224,,,raw_valid,True,True,True,,,,426,426,283,781,,,,"def _get_plugin_install_dirs():
    """"""Return all the places on the filesystem where we should look for plugin
    definitions. Order is significant here: user-installed plugins should be
    searched first, followed by system-installed plugins, and last of all peru
    builtins.""""""","
    builtins_dir = os.path.join(compat.MODULE_ROOT, 'resources', 'plugins')
    if os.name == 'nt':
        # Windows
        local_data_dir = os.path.expandvars('%LOCALAPPDATA%')
        program_files_dir = os.path.expandvars('%PROGRAMFILES%')
        return (
            os.path.join(local_data_dir, 'peru', 'plugins'),
            os.path.join(program_files_dir, 'peru', 'plugins'),
            builtins_dir,
        )
    else:
        # non-Windows
        default_config_dir = os.path.expanduser('~/.config')
        config_dir = os.environ.get('XDG_CONFIG_HOME', default_config_dir)
        return (
            os.path.join(config_dir, 'peru', 'plugins'),
            '/usr/local/lib/peru/plugins',
            '/usr/lib/peru/plugins',
            builtins_dir,
        )","
    import os
    # User-installed plugins (e.g., ~/.peru/plugins)
    user_dir = os.path.expanduser(os.path.join(""~"", "".peru"", ""plugins""))
    # System-installed plugins (e.g., /etc/peru/plugins)
    system_dir = os.path.join(os.sep, ""etc"", ""peru"", ""plugins"")
    # Built‑in plugins shipped with the package
    builtin_dir = os.path.join(os.path.dirname(__file__), ""plugins"")
    return [user_dir, system_dir, builtin_dir]
","
    import os
    # User-installed plugins (e.g., ~/.peru/plugins)
    user_dir = os.path.expanduser(os.path.join(""~"", "".peru"", ""plugins""))
    # System-installed plugins (e.g., /etc/peru/plugins)
    system_dir = os.path.join(os.sep, ""etc"", ""peru"", ""plugins"")
    # Built‑in plugins shipped with the package
    builtin_dir = os.path.join(os.path.dirname(__file__), ""plugins"")
    return [user_dir, system_dir, builtin_dir]
","def _get_plugin_install_dirs():
    """"""Return all the places on the filesystem where we should look for plugin
    definitions. Order is significant here: user-installed plugins should be
    searched first, followed by system-installed plugins, and last of all peru
    builtins.""""""
    builtins_dir = os.path.join(compat.MODULE_ROOT, 'resources', 'plugins')
    if os.name == 'nt':
        # Windows
        local_data_dir = os.path.expandvars('%LOCALAPPDATA%')
        program_files_dir = os.path.expandvars('%PROGRAMFILES%')
        return (
            os.path.join(local_data_dir, 'peru', 'plugins'),
            os.path.join(program_files_dir, 'peru', 'plugins'),
            builtins_dir,
        )
    else:
        # non-Windows
        default_config_dir = os.path.expanduser('~/.config')
        config_dir = os.environ.get('XDG_CONFIG_HOME', default_config_dir)
        return (
            os.path.join(config_dir, 'peru', 'plugins'),
            '/usr/local/lib/peru/plugins',
            '/usr/lib/peru/plugins',
            builtins_dir,
        )
","def _get_plugin_install_dirs():
    """"""Return all the places on the filesystem where we should look for plugin
    definitions. Order is significant here: user-installed plugins should be
    searched first, followed by system-installed plugins, and last of all peru
    builtins.""""""
    import os
    # User-installed plugins (e.g., ~/.peru/plugins)
    user_dir = os.path.expanduser(os.path.join(""~"", "".peru"", ""plugins""))
    # System-installed plugins (e.g., /etc/peru/plugins)
    system_dir = os.path.join(os.sep, ""etc"", ""peru"", ""plugins"")
    # Built‑in plugins shipped with the package
    builtin_dir = os.path.join(os.path.dirname(__file__), ""plugins"")
    return [user_dir, system_dir, builtin_dir]
"
line1603,1603,,,raw_valid,True,True,True,,,,214,214,104,121,,,,"def lengths_offsets(value):
    """"""Split the given comma separated value to multiple integer values. """"""","
    values = []
    for item in value.split(','):
        item = int(item)
        values.append(item)
    return values","
    if value is None:
        return []
    parts = str(value).split(',')
    result = []
    for part in parts:
        part = part.strip()
        if part:
            result.append(int(part))
    return result
","
    if value is None:
        return []
    parts = str(value).split(',')
    result = []
    for part in parts:
        part = part.strip()
        if part:
            result.append(int(part))
    return result
","def lengths_offsets(value):
    """"""Split the given comma separated value to multiple integer values. """"""
    values = []
    for item in value.split(','):
        item = int(item)
        values.append(item)
    return values
","def lengths_offsets(value):
    """"""Split the given comma separated value to multiple integer values. """"""
    if value is None:
        return []
    parts = str(value).split(',')
    result = []
    for part in parts:
        part = part.strip()
        if part:
            result.append(int(part))
    return result
"
line3570,3570,,,raw_valid,True,True,True,,,,1,1,1149,359,,,,"def squeeze(self, axis=None):
        """"""Return the partition with removed degenerate (length 1) dimensions.

        Parameters
        ----------
        axis : None or index expression, optional
            Subset of the axes to squeeze. Default: All axes.

        Returns
        -------
        squeezed : `RectPartition`
            Squeezed partition.

        Examples
        --------
        >>> p = odl.uniform_partition([0, -1], [1, 2], (3, 1))
        >>> p.squeeze()
        uniform_partition(0.0, 1.0, 3)

        The axis argument can be used to only squeeze some axes (if applicable)

        >>> p.squeeze(axis=0)
        uniform_partition([ 0., -1.], [ 1.,  2.], (3, 1))

        Notes
        -----
        This is not equivalent to
        ``RectPartiton(self.set.squeeze(), self.grid.squeeze())`` since the
        definition of degenerate is different in sets and grids. This method
        follow the definition used in grids, that is, an axis is degenerate if
        it has only one element.

        See Also
        --------
        odl.discr.grid.RectGrid.squeeze
        odl.set.domain.IntervalProd.squeeze
        """"""","
        if axis is None:
            rng = range(self.ndim)
        else:
            rng = list(np.atleast_1d(np.arange(self.ndim)[axis]))

        new_indcs = [i for i in range(self.ndim)
                     if i not in rng or self.grid.nondegen_byaxis[i]]
        newset = self.set[new_indcs]
        return RectPartition(newset, self.grid.squeeze(axis))","
","
","def squeeze(self, axis=None):
        """"""Return the partition with removed degenerate (length 1) dimensions.

        Parameters
        ----------
        axis : None or index expression, optional
            Subset of the axes to squeeze. Default: All axes.

        Returns
        -------
        squeezed : `RectPartition`
            Squeezed partition.

        Examples
        --------
        >>> p = odl.uniform_partition([0, -1], [1, 2], (3, 1))
        >>> p.squeeze()
        uniform_partition(0.0, 1.0, 3)

        The axis argument can be used to only squeeze some axes (if applicable)

        >>> p.squeeze(axis=0)
        uniform_partition([ 0., -1.], [ 1.,  2.], (3, 1))

        Notes
        -----
        This is not equivalent to
        ``RectPartiton(self.set.squeeze(), self.grid.squeeze())`` since the
        definition of degenerate is different in sets and grids. This method
        follow the definition used in grids, that is, an axis is degenerate if
        it has only one element.

        See Also
        --------
        odl.discr.grid.RectGrid.squeeze
        odl.set.domain.IntervalProd.squeeze
        """"""
        if axis is None:
            rng = range(self.ndim)
        else:
            rng = list(np.atleast_1d(np.arange(self.ndim)[axis]))

        new_indcs = [i for i in range(self.ndim)
                     if i not in rng or self.grid.nondegen_byaxis[i]]
        newset = self.set[new_indcs]
        return RectPartition(newset, self.grid.squeeze(axis))
","def squeeze(self, axis=None):
        """"""Return the partition with removed degenerate (length 1) dimensions.

        Parameters
        ----------
        axis : None or index expression, optional
            Subset of the axes to squeeze. Default: All axes.

        Returns
        -------
        squeezed : `RectPartition`
            Squeezed partition.

        Examples
        --------
        >>> p = odl.uniform_partition([0, -1], [1, 2], (3, 1))
        >>> p.squeeze()
        uniform_partition(0.0, 1.0, 3)

        The axis argument can be used to only squeeze some axes (if applicable)

        >>> p.squeeze(axis=0)
        uniform_partition([ 0., -1.], [ 1.,  2.], (3, 1))

        Notes
        -----
        This is not equivalent to
        ``RectPartiton(self.set.squeeze(), self.grid.squeeze())`` since the
        definition of degenerate is different in sets and grids. This method
        follow the definition used in grids, that is, an axis is degenerate if
        it has only one element.

        See Also
        --------
        odl.discr.grid.RectGrid.squeeze
        odl.set.domain.IntervalProd.squeeze
        """"""
"
line1937,1937,,,raw_valid,True,True,True,,,,1,1,307,250,,,,"def read_until(self, terminator):
        """"""Read the input stream until the terminator is found.

        Throws MissingTerminator if the terminator is not found.

        Note: This method does not read from the line buffer.

        :return: the bytes read up to but excluding the terminator.
        """"""","

        lines = []
        term = terminator + b'\n'
        while True:
            line = self.input.readline()
            if line == term:
                break
            else:
                lines.append(line)
        return b''.join(lines)","
","
","def read_until(self, terminator):
        """"""Read the input stream until the terminator is found.

        Throws MissingTerminator if the terminator is not found.

        Note: This method does not read from the line buffer.

        :return: the bytes read up to but excluding the terminator.
        """"""

        lines = []
        term = terminator + b'\n'
        while True:
            line = self.input.readline()
            if line == term:
                break
            else:
                lines.append(line)
        return b''.join(lines)
","def read_until(self, terminator):
        """"""Read the input stream until the terminator is found.

        Throws MissingTerminator if the terminator is not found.

        Note: This method does not read from the line buffer.

        :return: the bytes read up to but excluding the terminator.
        """"""
"
line4457,4457,,,raw_valid,True,True,True,,,,1091,1091,147,891,,,,"def _execute_commands(self, commands, fails=False):
        """"""Execute commands and get list of failed commands and count of successful commands""""""","
        # Confirm that prepare_statements flag is on
        if self._prep_statements:
            prepared_commands = [prepare_sql(c) for c in tqdm(commands, total=len(commands),
                                                              desc='Prepping SQL Commands')]
            print('\tCommands prepared', len(prepared_commands))
        else:
            prepared_commands = commands

        desc = 'Executing SQL Commands' if not fails else 'Executing Failed SQL Commands'
        fail, success = [], 0
        for command in tqdm(prepared_commands, total=len(prepared_commands), desc=desc):
            # Attempt to execute command and skip command if error is raised
            try:
                self._MySQL.executemore(command)
                success += 1
            except:
                fail.append(command)
        self._MySQL._commit()
        return fail, success","
        import subprocess
        failed = []
        success_count = 0

        for cmd in commands:
            try:
                if isinstance(cmd, str):
                    result = subprocess.run(
                        cmd,
                        shell=True,
                        stdout=subprocess.DEVNULL,
                        stderr=subprocess.DEVNULL,
                    )
                    if result.returncode == 0:
                        success_count += 1
                    else:
                        failed.append(cmd)
                elif callable(cmd):
                    ret = cmd()
                    if ret:
                        success_count += 1
                    else:
                        failed.append(cmd)
                else:
                    # Unsupported command type; treat as failure
                    failed.append(cmd)
            except Exception:
                failed.append(cmd)

        if fails and failed:
            raise RuntimeError(f""Command execution failed: {failed}"")

        return failed, success_count
","
        import subprocess
        failed = []
        success_count = 0

        for cmd in commands:
            try:
                if isinstance(cmd, str):
                    result = subprocess.run(
                        cmd,
                        shell=True,
                        stdout=subprocess.DEVNULL,
                        stderr=subprocess.DEVNULL,
                    )
                    if result.returncode == 0:
                        success_count += 1
                    else:
                        failed.append(cmd)
                elif callable(cmd):
                    ret = cmd()
                    if ret:
                        success_count += 1
                    else:
                        failed.append(cmd)
                else:
                    # Unsupported command type; treat as failure
                    failed.append(cmd)
            except Exception:
                failed.append(cmd)

        if fails and failed:
            raise RuntimeError(f""Command execution failed: {failed}"")

        return failed, success_count
","def _execute_commands(self, commands, fails=False):
        """"""Execute commands and get list of failed commands and count of successful commands""""""
        # Confirm that prepare_statements flag is on
        if self._prep_statements:
            prepared_commands = [prepare_sql(c) for c in tqdm(commands, total=len(commands),
                                                              desc='Prepping SQL Commands')]
            print('\tCommands prepared', len(prepared_commands))
        else:
            prepared_commands = commands

        desc = 'Executing SQL Commands' if not fails else 'Executing Failed SQL Commands'
        fail, success = [], 0
        for command in tqdm(prepared_commands, total=len(prepared_commands), desc=desc):
            # Attempt to execute command and skip command if error is raised
            try:
                self._MySQL.executemore(command)
                success += 1
            except:
                fail.append(command)
        self._MySQL._commit()
        return fail, success
","def _execute_commands(self, commands, fails=False):
        """"""Execute commands and get list of failed commands and count of successful commands""""""
        import subprocess
        failed = []
        success_count = 0

        for cmd in commands:
            try:
                if isinstance(cmd, str):
                    result = subprocess.run(
                        cmd,
                        shell=True,
                        stdout=subprocess.DEVNULL,
                        stderr=subprocess.DEVNULL,
                    )
                    if result.returncode == 0:
                        success_count += 1
                    else:
                        failed.append(cmd)
                elif callable(cmd):
                    ret = cmd()
                    if ret:
                        success_count += 1
                    else:
                        failed.append(cmd)
                else:
                    # Unsupported command type; treat as failure
                    failed.append(cmd)
            except Exception:
                failed.append(cmd)

        if fails and failed:
            raise RuntimeError(f""Command execution failed: {failed}"")

        return failed, success_count
"
line2584,2584,,,raw_valid,True,True,True,,,,222,222,343,602,,,,"def draw_label(self, layout_info, ax):
        """"""
        Draw facet label onto the axes.

        This function will only draw labels if they are needed.

        Parameters
        ----------
        layout_info : dict-like
            Layout information. Row from the `layout` table.
        ax : axes
            Axes to label
        """"""","
        toprow = layout_info['ROW'] == 1
        rightcol = layout_info['COL'] == self.ncol

        if toprow and len(self.cols):
            label_info = layout_info[list(self.cols)]
            label_info._meta = {'dimension': 'cols'}
            label_info = self.labeller(label_info)
            self.draw_strip_text(label_info, 'top', ax)

        if rightcol and len(self.rows):
            label_info = layout_info[list(self.rows)]
            label_info._meta = {'dimension': 'rows'}
            label_info = self.labeller(label_info)
            self.draw_strip_text(label_info, 'right', ax)","
        label = layout_info.get('label')
        if label is None:
            return
        # Only set the title if the axis does not already have one
        if not ax.get_title():
            ax.set_title(str(label))
","
        label = layout_info.get('label')
        if label is None:
            return
        # Only set the title if the axis does not already have one
        if not ax.get_title():
            ax.set_title(str(label))
","def draw_label(self, layout_info, ax):
        """"""
        Draw facet label onto the axes.

        This function will only draw labels if they are needed.

        Parameters
        ----------
        layout_info : dict-like
            Layout information. Row from the `layout` table.
        ax : axes
            Axes to label
        """"""
        toprow = layout_info['ROW'] == 1
        rightcol = layout_info['COL'] == self.ncol

        if toprow and len(self.cols):
            label_info = layout_info[list(self.cols)]
            label_info._meta = {'dimension': 'cols'}
            label_info = self.labeller(label_info)
            self.draw_strip_text(label_info, 'top', ax)

        if rightcol and len(self.rows):
            label_info = layout_info[list(self.rows)]
            label_info._meta = {'dimension': 'rows'}
            label_info = self.labeller(label_info)
            self.draw_strip_text(label_info, 'right', ax)
","def draw_label(self, layout_info, ax):
        """"""
        Draw facet label onto the axes.

        This function will only draw labels if they are needed.

        Parameters
        ----------
        layout_info : dict-like
            Layout information. Row from the `layout` table.
        ax : axes
            Axes to label
        """"""
        label = layout_info.get('label')
        if label is None:
            return
        # Only set the title if the axis does not already have one
        if not ax.get_title():
            ax.set_title(str(label))
"
line3599,3599,,,salvaged_valid,False,True,True,unindent does not match any outer indentation level at line 8,,,332,368,208,129,,,,"def insert(self, payload):
        """"""Inserts a new record with the payload passed as an argument

        :param payload: The record to create (dict)
        :return:
            - Created record
        """"""","
        response = self.session.post(self._get_table_url(), data=json.dumps(payload))
        return self._get_content(response)","
    if not isinstance(payload, dict):
        raise TypeError(""payload must be a dict"")
    if not hasattr(self, ""_records""):
        self._records = []
    new_id = max((r.get(""id"", 0) for r in self._records), default=0) + 1
    record = payload.copy()
    record[""id""] = new_id
    self._records.append(record)
    return record
","
        if not isinstance(payload, dict):
            raise TypeError(""payload must be a dict"")
        if not hasattr(self, ""_records""):
            self._records = []
        new_id = max((r.get(""id"", 0) for r in self._records), default=0) + 1
        record = payload.copy()
        record[""id""] = new_id
        self._records.append(record)
        return record
","def insert(self, payload):
        """"""Inserts a new record with the payload passed as an argument

        :param payload: The record to create (dict)
        :return:
            - Created record
        """"""
        response = self.session.post(self._get_table_url(), data=json.dumps(payload))
        return self._get_content(response)
","def insert(self, payload):
        """"""Inserts a new record with the payload passed as an argument

        :param payload: The record to create (dict)
        :return:
            - Created record
        """"""
        if not isinstance(payload, dict):
            raise TypeError(""payload must be a dict"")
        if not hasattr(self, ""_records""):
            self._records = []
        new_id = max((r.get(""id"", 0) for r in self._records), default=0) + 1
        record = payload.copy()
        record[""id""] = new_id
        self._records.append(record)
        return record
"
line3783,3783,,,raw_valid,True,False,True,,unexpected indent at line 3,,101,101,59,393,,,,"def get_cookie_jar(self):
    """"""Returns our cookie jar.""""""","
    cookie_file = self._get_cookie_file()
    cookie_jar = LWPCookieJar(cookie_file)
    if os.path.exists(cookie_file):
      cookie_jar.load()
    else:
      safe_mkdir_for(cookie_file)
      # Save an empty cookie jar so we can change the file perms on it before writing data to it.
      with self._lock:
        cookie_jar.save()
      os.chmod(cookie_file, 0o600)
    return cookie_jar","
    import http.cookiejar
    self._cookie_jar = http.cookiejar.CookieJar()
return self._cookie_jar
","
    import http.cookiejar
    self._cookie_jar = http.cookiejar.CookieJar()
return self._cookie_jar
","def get_cookie_jar(self):
    """"""Returns our cookie jar.""""""
    cookie_file = self._get_cookie_file()
    cookie_jar = LWPCookieJar(cookie_file)
    if os.path.exists(cookie_file):
      cookie_jar.load()
    else:
      safe_mkdir_for(cookie_file)
      # Save an empty cookie jar so we can change the file perms on it before writing data to it.
      with self._lock:
        cookie_jar.save()
      os.chmod(cookie_file, 0o600)
    return cookie_jar
","def get_cookie_jar(self):
    """"""Returns our cookie jar.""""""
    import http.cookiejar
    self._cookie_jar = http.cookiejar.CookieJar()
return self._cookie_jar
"
line2145,2145,,,raw_valid,True,True,True,,,,647,647,105,150,,,,"def get_phase(self):
        """"""
        get phase of the pod
        :return: PodPhase enum

        """"""","

        if self.phase != PodPhase.TERMINATING:
            self.phase = PodPhase.get_from_string(self.get_status().phase)

        return self.phase","
        # Retrieve the phase string from the pod's status
        status = getattr(self, ""pod"", None)
        if status is None:
            return None
        phase_str = getattr(getattr(status, ""status"", None), ""phase"", None)
        if not phase_str:
            return None

        # Try to map the string to the PodPhase enum
        try:
            return PodPhase[phase_str]
        except Exception:
            # Fallback: direct attribute access (case‑insensitive)
            for name in dir(PodPhase):
                if name.upper() == phase_str.upper():
                    return getattr(PodPhase, name)
            return None
","
        # Retrieve the phase string from the pod's status
        status = getattr(self, ""pod"", None)
        if status is None:
            return None
        phase_str = getattr(getattr(status, ""status"", None), ""phase"", None)
        if not phase_str:
            return None

        # Try to map the string to the PodPhase enum
        try:
            return PodPhase[phase_str]
        except Exception:
            # Fallback: direct attribute access (case‑insensitive)
            for name in dir(PodPhase):
                if name.upper() == phase_str.upper():
                    return getattr(PodPhase, name)
            return None
","def get_phase(self):
        """"""
        get phase of the pod
        :return: PodPhase enum

        """"""

        if self.phase != PodPhase.TERMINATING:
            self.phase = PodPhase.get_from_string(self.get_status().phase)

        return self.phase
","def get_phase(self):
        """"""
        get phase of the pod
        :return: PodPhase enum

        """"""
        # Retrieve the phase string from the pod's status
        status = getattr(self, ""pod"", None)
        if status is None:
            return None
        phase_str = getattr(getattr(status, ""status"", None), ""phase"", None)
        if not phase_str:
            return None

        # Try to map the string to the PodPhase enum
        try:
            return PodPhase[phase_str]
        except Exception:
            # Fallback: direct attribute access (case‑insensitive)
            for name in dir(PodPhase):
                if name.upper() == phase_str.upper():
                    return getattr(PodPhase, name)
            return None
"
line1010,1010,,,raw_valid,True,True,True,,,,640,640,266,1868,,,,"def insertPrimaryDataset(self, businput):
        """"""
        Input dictionary has to have the following keys:
        primary_ds_name, primary_ds_type, creation_date, create_by.
        it builds the correct dictionary for dao input and executes the dao
        """"""","
        conn = self.dbi.connection()
        tran = conn.begin()
        #checking for required fields
        if ""primary_ds_name"" not in businput:
            dbsExceptionHandler(""dbsException-invalid-input"",
                "" DBSPrimaryDataset/insertPrimaryDataset. "" +
                ""Primary dataset Name is required for insertPrimaryDataset."")
        try:
            businput[""primary_ds_type_id""] = (self.primdstypeList.execute(conn, businput[""primary_ds_type""]
                ))[0][""primary_ds_type_id""]
            del businput[""primary_ds_type""]
            businput[""primary_ds_id""] = self.sm.increment(conn, ""SEQ_PDS"")
            self.primdsin.execute(conn, businput, tran)
            tran.commit()
            tran = None
        except KeyError as ke:
            dbsExceptionHandler(""dbsException-invalid-input"",
                "" DBSPrimaryDataset/insertPrimaryDataset. Missing: %s"" % ke)
            self.logger.warning("" DBSPrimaryDataset/insertPrimaryDataset. Missing: %s"" % ke)
        except IndexError as ie:
            dbsExceptionHandler(""dbsException-missing-data"",
                "" DBSPrimaryDataset/insertPrimaryDataset. %s"" % ie)
            self.logger.warning("" DBSPrimaryDataset/insertPrimaryDataset. Missing: %s"" % ie)
        except Exception as ex:
            if (str(ex).lower().find(""unique constraint"") != -1 or
                str(ex).lower().find(""duplicate"") != -1):
                self.logger.warning(""DBSPrimaryDataset/insertPrimaryDataset:"" +
                        "" Unique constraint violation being ignored..."")
                self.logger.warning(ex)
            else:
                if tran:
                    tran.rollback()
                if conn: conn.close()
                raise
        finally:
            if tran:
                tran.rollback()
            if conn:
                conn.close()","
        required_keys = (""primary_ds_name"", ""primary_ds_type"", ""creation_date"", ""create_by"")
        if not isinstance(businput, dict):
            raise TypeError(""businput must be a dict"")
        missing = [k for k in required_keys if k not in businput]
        if missing:
            raise ValueError(f""Missing required keys: {', '.join(missing)}"")
        dao_input = {k: businput[k] for k in required_keys}
        if not hasattr(self, ""dao"") or not hasattr(self.dao, ""insertPrimaryDataset""):
            raise AttributeError(""DAO with method insertPrimaryDataset not found"")
        return self.dao.insertPrimaryDataset(dao_input)
","
        required_keys = (""primary_ds_name"", ""primary_ds_type"", ""creation_date"", ""create_by"")
        if not isinstance(businput, dict):
            raise TypeError(""businput must be a dict"")
        missing = [k for k in required_keys if k not in businput]
        if missing:
            raise ValueError(f""Missing required keys: {', '.join(missing)}"")
        dao_input = {k: businput[k] for k in required_keys}
        if not hasattr(self, ""dao"") or not hasattr(self.dao, ""insertPrimaryDataset""):
            raise AttributeError(""DAO with method insertPrimaryDataset not found"")
        return self.dao.insertPrimaryDataset(dao_input)
","def insertPrimaryDataset(self, businput):
        """"""
        Input dictionary has to have the following keys:
        primary_ds_name, primary_ds_type, creation_date, create_by.
        it builds the correct dictionary for dao input and executes the dao
        """"""
        conn = self.dbi.connection()
        tran = conn.begin()
        #checking for required fields
        if ""primary_ds_name"" not in businput:
            dbsExceptionHandler(""dbsException-invalid-input"",
                "" DBSPrimaryDataset/insertPrimaryDataset. "" +
                ""Primary dataset Name is required for insertPrimaryDataset."")
        try:
            businput[""primary_ds_type_id""] = (self.primdstypeList.execute(conn, businput[""primary_ds_type""]
                ))[0][""primary_ds_type_id""]
            del businput[""primary_ds_type""]
            businput[""primary_ds_id""] = self.sm.increment(conn, ""SEQ_PDS"")
            self.primdsin.execute(conn, businput, tran)
            tran.commit()
            tran = None
        except KeyError as ke:
            dbsExceptionHandler(""dbsException-invalid-input"",
                "" DBSPrimaryDataset/insertPrimaryDataset. Missing: %s"" % ke)
            self.logger.warning("" DBSPrimaryDataset/insertPrimaryDataset. Missing: %s"" % ke)
        except IndexError as ie:
            dbsExceptionHandler(""dbsException-missing-data"",
                "" DBSPrimaryDataset/insertPrimaryDataset. %s"" % ie)
            self.logger.warning("" DBSPrimaryDataset/insertPrimaryDataset. Missing: %s"" % ie)
        except Exception as ex:
            if (str(ex).lower().find(""unique constraint"") != -1 or
                str(ex).lower().find(""duplicate"") != -1):
                self.logger.warning(""DBSPrimaryDataset/insertPrimaryDataset:"" +
                        "" Unique constraint violation being ignored..."")
                self.logger.warning(ex)
            else:
                if tran:
                    tran.rollback()
                if conn: conn.close()
                raise
        finally:
            if tran:
                tran.rollback()
            if conn:
                conn.close()
","def insertPrimaryDataset(self, businput):
        """"""
        Input dictionary has to have the following keys:
        primary_ds_name, primary_ds_type, creation_date, create_by.
        it builds the correct dictionary for dao input and executes the dao
        """"""
        required_keys = (""primary_ds_name"", ""primary_ds_type"", ""creation_date"", ""create_by"")
        if not isinstance(businput, dict):
            raise TypeError(""businput must be a dict"")
        missing = [k for k in required_keys if k not in businput]
        if missing:
            raise ValueError(f""Missing required keys: {', '.join(missing)}"")
        dao_input = {k: businput[k] for k in required_keys}
        if not hasattr(self, ""dao"") or not hasattr(self.dao, ""insertPrimaryDataset""):
            raise AttributeError(""DAO with method insertPrimaryDataset not found"")
        return self.dao.insertPrimaryDataset(dao_input)
"
line3508,3508,,,raw_valid,True,True,True,,,,1,1,176,279,,,,"def process_beacons(self, functions):
        """"""
        Evaluate all of the configured beacons, grab the config again in case
        the pillar or grains changed
        """"""","
        if 'config.merge' in functions:
            b_conf = functions['config.merge']('beacons', self.opts['beacons'], omit_opts=True)
            if b_conf:
                return self.beacons.process(b_conf, self.opts['grains'])  # pylint: disable=no-member
        return []","
","
","def process_beacons(self, functions):
        """"""
        Evaluate all of the configured beacons, grab the config again in case
        the pillar or grains changed
        """"""
        if 'config.merge' in functions:
            b_conf = functions['config.merge']('beacons', self.opts['beacons'], omit_opts=True)
            if b_conf:
                return self.beacons.process(b_conf, self.opts['grains'])  # pylint: disable=no-member
        return []
","def process_beacons(self, functions):
        """"""
        Evaluate all of the configured beacons, grab the config again in case
        the pillar or grains changed
        """"""
"
line2611,2611,,,salvaged_valid,False,True,True,unindent does not match any outer indentation level at line 3,,,374,414,84,120,,,,"def abstract(cls, predstr):
        """"""Instantiate a Pred from its symbol string.""""""","
        lemma, pos, sense, _ = split_pred_string(predstr)
        return cls(Pred.ABSTRACT, lemma, pos, sense, predstr)","
    predstr = predstr.strip()
    if '(' in predstr and predstr.endswith(')'):
        name, arg_part = predstr.split('(', 1)
        name = name.strip()
        arg_part = arg_part[:-1]  # remove trailing ')'
        args = [a.strip() for a in arg_part.split(',')] if arg_part.strip() else []
    else:
        name = predstr
        args = []
    return cls(name, *args)
","
        predstr = predstr.strip()
        if '(' in predstr and predstr.endswith(')'):
            name, arg_part = predstr.split('(', 1)
            name = name.strip()
            arg_part = arg_part[:-1]  # remove trailing ')'
            args = [a.strip() for a in arg_part.split(',')] if arg_part.strip() else []
        else:
            name = predstr
            args = []
        return cls(name, *args)
","def abstract(cls, predstr):
        """"""Instantiate a Pred from its symbol string.""""""
        lemma, pos, sense, _ = split_pred_string(predstr)
        return cls(Pred.ABSTRACT, lemma, pos, sense, predstr)
","def abstract(cls, predstr):
        """"""Instantiate a Pred from its symbol string.""""""
        predstr = predstr.strip()
        if '(' in predstr and predstr.endswith(')'):
            name, arg_part = predstr.split('(', 1)
            name = name.strip()
            arg_part = arg_part[:-1]  # remove trailing ')'
            args = [a.strip() for a in arg_part.split(',')] if arg_part.strip() else []
        else:
            name = predstr
            args = []
        return cls(name, *args)
"
